label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,4426,0.755083596927248,0.9386330246925354,False
1,54,0.7592592592592593,0.9808711409568787,True
2,6285,0.754653937947494,0.9431262016296387,False
3,1868,0.778051391862955,0.9744139909744263,False
4,85,0.7717647058823529,0.9579235315322876,False
5,432,0.7722222222222223,0.9716598987579346,False
6,252,0.7976190476190477,0.9826892018318176,False
7,67,0.7014925373134329,0.8431782126426697,True
8,1624,0.7745073891625616,0.9754342436790466,False
9,63,0.7904761904761904,0.9611596465110779,True
10,29400,0.7719047619047619,0.963968813419342,False
11,252,0.7698412698412699,0.964801013469696,False
