neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,snn_zero_row_fallback_rate,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed
snn_jaccard_weighted_knn,5,3.522455930709839,0.750939907550077,0.9558459520339966,0.04278381168842316,0.3326964560862866,0.1548590213060379,0.1423371285200119,0.1548590213060379,0.1423371285200119,0.022650231124807397,0.022650231124807397,5.0,66.0,16.0,50,0.022650231124807397,0.9522650231124807,0.9542568325996399,0.9046305020650228,Guo,2,snn_neighbormix,1.0,1.0,3.865545871257363,2.295260601401329,1.297670295417309,4.653007917881012,0.8999998569488525,0.10000001639127731
