neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,consensus_threshold,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed
multi_metric_consensus_threshold_0.4,5,4.7284746170043945,1.0,0.8720787167549133,0.06313099712133408,0.21953037644427878,0.08124612271785736,0.11267315596342087,0.4577517509460449,0.18631155788898468,0.21303019008572494,0.6182258665672754,5.0,106.0,18.0,50,0.4,0.972933283637719,0.973533570766449,0.9454497456550598,Shekhar,2,consensus_neighbormix_threshold0.4,1.0,1.0,3.8711331797550583,2.941996961258925,1.1128090357551208,5.192537164229613,0.8999998569488525,0.10000001639127731
