neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,label_leakage_diagnostic,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed,beta_mode,beta_fixed,beta_max,beta_target_mean,beta_std,beta_p,target_mode,noise_mode,oracle_neighbor
pca_cosine_knn_bad_edge_injected_0.4,5,3.2311551570892334,1.0,0.4719459116458893,0.42248278856277466,0.11935021500238892,0.03716782480478287,0.07453077286481857,0.5994744300842285,0.4900049567222595,0.40052556139512663,0.9225991399904443,5.0,42.0,12.0,50,0.4,0.40052556139512663,True,0.5001911132345915,0.8111245036125183,0.9324126839637756,worm_neuron_cell,1,beta_control,1.0,1.0,3.9012592241187556,1.4809763367287814,0.7566911512520165,2.9154255636036397,0.9499998688697815,0.05000000819563866,fixed,0.05,0.05,0.05,0.02,0.5,anchor,local_mix,none
