variant,n_runs,n_datasets,ari_mean,ari_median,nmi_mean,acc_mean,rank_ari_mean,rank_ari_median,wins_vs_pca,ties_vs_pca,losses_vs_pca,delta_ari_vs_pca_mean,regret_vs_pca_mean,oracle_gap_mean,negative_transfer_rate,graph_activation_rate,enabled_graph_mean_gain
rdg_gene_only,42,14,0.6985370372397113,0.7514969187816639,0.7468023995847128,0.7762566929613905,2.4166666666666665,2.0,36,0,6,0.21169725778291906,0.01016937757468815,0.030392613932155563,0.14285714285714285,1.0,0.21169725778291906
safe_rdg_calibrated_threshold,42,14,0.652175029138836,0.6853907640766299,0.7174473021946624,0.7592779954585088,4.214285714285714,4.0,23,17,2,0.16533524968204366,0.004688551585745074,0.07675462203303095,0.047619047619047616,0.5952380952380952,0.2777632194658333
safe_rdg_calibrated_logistic_explore,42,14,0.649957304678906,0.7154050582170113,0.7065169511840667,0.7669802329023897,4.071428571428571,4.0,32,0,10,0.16311752522211376,0.03931825646753199,0.07897234649296084,0.23809523809523808,1.0,0.16311752522211376
rdg_always_on,42,14,0.6499573046789059,0.7154050582170113,0.7065169511840667,0.7669802329023897,3.9166666666666665,4.0,32,0,10,0.16311752522211376,0.03931825646753199,0.07897234649296084,0.23809523809523808,1.0,0.16311752522211376
safe_rdg_heuristic,42,14,0.5992576565151304,0.6876228589533977,0.6628177030631113,0.7594793593877893,4.166666666666667,4.0,32,0,10,0.11241787705833824,0.07728519607053527,0.1296719946567364,0.23809523809523808,1.0,0.11241787705833824
rdg_concat_kmeans,42,14,0.5971639549404268,0.6178797308418442,0.6920231487976644,0.7201276193913146,5.523809523809524,6.0,27,0,15,0.11032417548363467,0.030162689388554126,0.13176569623143994,0.35714285714285715,0.0,
pca_kmeans,42,14,0.48683977945679213,0.5055425082954195,0.5700241503088325,0.665142243743051,6.880952380952381,6.75,0,42,0,0.0,0.0,0.2420898717150746,0.0,0.0,
neg_random_cell_graph,42,14,0.3365943254358485,0.35800486510440693,0.4131599953787169,0.5948767489402684,9.071428571428571,10.0,13,0,29,-0.1502454540209437,0.22565160944901339,0.39233532573601826,0.6904761904761905,1.0,-0.1502454540209437
rdg_cell_only,42,14,0.32203918106057283,0.412402229524951,0.42628340519950036,0.6117472639247653,8.904761904761905,9.0,13,0,29,-0.16480059839621944,0.23873036028660216,0.40689047011129403,0.6904761904761905,1.0,-0.16480059839621944
pca_spectral_kmeans,42,14,0.3218130208046227,0.3601503193279473,0.4360430575176565,0.6114465211022547,8.595238095238095,9.0,15,0,27,-0.1650267586521695,0.22883442906463913,0.40711663036724405,0.6428571428571429,0.0,
neg_degree_shuffle_graph,42,14,0.24082724995450255,0.15804059293146497,0.3253359808266005,0.5638605030736726,9.523809523809524,9.5,12,0,30,-0.24601252950228963,0.3048847209088325,0.48810240121736426,0.7142857142857143,1.0,-0.24601252950228963
neg_shuffled_gene_cell_graph,42,14,0.12484134687350924,0.10989882000996917,0.15718835380325316,0.39610155621776044,10.714285714285714,12.0,4,0,38,-0.36199843258328296,0.37258687954372977,0.6040883042983576,0.9047619047619048,1.0,-0.36199843258328296
