neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,consensus_threshold,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed
multi_metric_consensus_threshold_0.4,5,4.767136573791504,1.0,0.9471882581710815,0.04699214920401573,0.27229751024267257,0.11841480433940887,0.13402433693408966,0.5140119194984436,0.18957632780075073,0.12974051896207583,0.4563504569807753,5.0,66.0,17.0,50,0.4,0.995272612669398,0.9957519173622131,0.9946377873420715,Wang,2,consensus_neighbormix_threshold0.4,1.0,1.0,3.8921738891760937,2.0684611296734294,1.5926298052877992,4.483796609334043,0.8999998569488525,0.10000001639127731
