neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,fallback_slot_rate,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed
mutual_knn_with_topk_fallback,5,4.991875648498535,1.0,0.9476736783981323,0.046741921454668045,0.27528101691354134,0.11956539005041122,0.13537271320819855,0.27528101205825806,0.4466557502746582,0.7247189830864587,0.9487341107259166,5.0,63.0,17.0,50,0.7247189830864587,0.994999474734741,0.995352029800415,0.9935706853866577,Wang,1,mutual_knn_neighbormix,1.0,1.0,3.995660604261495,2.0519666335469973,1.5892245603372923,4.510255262900043,0.8999998569488525,0.10000001639127731
