label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,4426,0.5651152281970176,0.9271450638771057,False
1,54,0.6444444444444445,0.9785749912261963,True
2,6285,0.5673826571201273,0.9275348782539368,False
3,1868,0.5877944325481799,0.9580886363983154,False
4,85,0.548235294117647,0.9552232623100281,False
5,432,0.5824074074074074,0.9560043811798096,False
6,252,0.5777777777777777,0.9597345590591431,False
7,67,0.5313432835820896,0.8314640522003174,True
8,1624,0.5915024630541872,0.9619558453559875,False
9,63,0.5396825396825397,0.9281895160675049,True
10,29400,0.5800816326530612,0.9482980966567993,False
11,252,0.5761904761904761,0.9414517879486084,False
