label,n_cells,precision,recall,f1,is_rare_lt_50
0,4426,0.8326071169208424,0.518075011296882,0.6387186629526462,False
1,54,0.9152542372881356,1.0,0.9557522123893806,False
2,6285,0.9470108695652174,0.5544948289578361,0.6994480682388359,False
3,1868,0.9667230682459109,0.917558886509636,0.9414995880252678,False
4,85,0.0023471423541837812,0.23529411764705882,0.004647920055775041,False
5,432,0.00046253469010175765,0.006944444444444444,0.0008673026886383347,False
6,252,0.12328094302554027,0.996031746031746,0.2194055944055944,False
7,67,0.9838709677419355,0.9104477611940298,0.9457364341085271,False
8,1624,0.9375379017586416,0.9519704433497537,0.9446990528567064,False
9,63,0.0004266211604095563,0.015873015873015872,0.0008309098462816784,False
10,29400,0.9703610799392699,0.5,0.6599474735684303,False
11,252,0.7864406779661017,0.9206349206349206,0.8482632541133455,False
