neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,label_leakage_diagnostic,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
pca_cosine_knn_bad_edge_injected_0.4,5,3.2307183742523193,1.0,0.5110844373703003,0.5563894510269165,0.11613801971710244,0.02097986824810505,0.05290023609995842,0.6029682755470276,0.48928263783454895,0.39703171881697386,0.9217209601371624,5.0,40.0,12.0,50,0.4,0.39703171881697386,True,0.5382447492498929,0.8654329180717468,0.7871656119823456
