neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed,beta_mode,beta_fixed,beta_max,beta_target_mean,beta_std,beta_p,target_mode,noise_mode,oracle_neighbor,label_leakage_diagnostic
pca_cosine_knn,5,4.953795433044434,1.0,0.8200443387031555,0.24420689046382904,0.3707641196013289,0.24529875814914703,0.1587735414505005,1.0,0.0,0.0,0.0,5.0,31.0,17.0,50,0.0,0.0,0.8897009966777408,0.8924514651298523,0.7818401008844376,Pollen,0,beta_control,1.0,1.0,3.975699385887667,1.2809362232685089,0.8565445303916931,3.3897392630577086,0.9499998688697815,0.05000000819563866,fixed,0.05,0.05,0.05,0.02,0.5,anchor,local_mix,none,False
