neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,snn_zero_row_fallback_rate,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
snn_jaccard_weighted_knn,5,3.520768642425537,0.7500462249614792,0.9560303092002869,0.04290825501084328,0.3340523882896764,0.15531429648399353,0.14374753832817078,0.15531429648399353,0.14374753832817078,0.022187981510015407,0.022187981510015407,5.0,82.0,16.0,50,0.022187981510015407,0.0,0.0,0.9514329738058551,0.9519935846328735,0.8997493783632914
