true,0,1,2,3,4,5,6,7,8,9,10,11
0,1712,169,8,26,0,64,0,109,1,0,2319,18
1,0,6,45,0,0,1,0,1,0,0,0,1
2,16,242,4,13,0,3527,0,151,0,1,8,2323
3,1,57,2,1784,0,11,0,13,0,0,0,0
4,0,2,0,1,0,0,0,1,0,81,0,0
5,4,16,0,0,0,0,0,3,409,0,0,0
6,250,2,0,0,0,0,0,0,0,0,0,0
7,2,0,0,1,1,0,60,2,0,0,1,0
8,2,43,1556,2,0,10,0,8,0,0,0,3
9,0,2,0,0,60,0,0,0,0,0,0,1
10,111,20699,31,29,3,96,0,8373,7,1,30,20
11,0,14,0,0,230,0,0,8,0,0,0,0
