neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed,beta_mode,beta_fixed,beta_max,beta_target_mean,beta_std,beta_p,target_mode,noise_mode,oracle_neighbor,label_leakage_diagnostic
pca_cosine_knn,5,4.934866428375244,1.0,0.8006459474563599,0.12443994730710983,0.3213569039655996,0.1901690512895584,0.16933512687683105,1.0,0.0,0.0,0.0,5.0,61.0,16.75,50,0.0,0.0,0.8363592928810321,0.8372862339019775,0.9460172653198242,worm_neuron_cell,1,beta_control,1.0,1.0,3.9615215986002994,1.4089377558790148,0.945642164023593,3.1772862669080495,0.9500304055400193,0.04996959332493134,truncated_normal,0.09999999999999998,0.1,0.05,0.02,0.5,anchor,gaussian_matched,none,False
