label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,842,0.2,0.19999998807907104,False
1,70,0.008571428571428572,0.008571427315473557,True
2,334,0.07544910179640718,0.07544908672571182,False
3,1015,0.24788177339901477,0.24788175523281097,False
4,443,0.10790067720090293,0.10790067911148071,False
5,400,0.098,0.09799999743700027,False
6,314,0.06815286624203822,0.06815285235643387,False
7,305,0.07737704918032787,0.07737703621387482,False
8,224,0.04732142857142857,0.04732142388820648,True
9,239,0.04686192468619247,0.0468619205057621,True
