neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,snn_zero_row_fallback_rate,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed,beta_mode,beta_fixed,beta_max,beta_target_mean,beta_std,beta_p,target_mode,noise_mode,oracle_neighbor,label_leakage_diagnostic
snn_jaccard_weighted_knn,5,3.528010606765747,0.752788906009245,0.9560685753822327,0.042791686952114105,0.3333744221879815,0.15665297210216522,0.14477123320102692,0.15665297210216522,0.14477123320102692,0.021879815100154083,0.021879815100154083,5.0,78.0,15.0,50,0.021879815100154083,0.0,0.0,0.9518335901386749,0.9535868763923645,0.9067032337188721,Guo,0,snn_neighbormix,1.0,1.0,3.865432571930447,2.2961016567945483,1.3016172289252281,4.657243674278259,0.8999998569488525,0.10000001639127731,fixed,0.09999999999999998,0.09999999999999998,0.05,0.02,0.5,anchor,local_mix,none,False
