neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,consensus_threshold,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
multi_metric_consensus_threshold_0.4,5,4.795042037963867,1.0,0.8002274036407471,0.1244559958577156,0.32341137123745817,0.18967363238334656,0.17057865858078003,0.529278576374054,0.18803153932094574,0.10907787864309604,0.35570950788342093,5.0,56.0,16.0,50,0.4,0.839369326325848,0.8404446244239807,0.9475857814153036
