label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,842,0.8874109263657958,0.8859718441963196,False
1,70,0.92,0.9207057356834412,True
2,334,0.9431137724550899,0.9414128065109253,False
3,1015,0.7495566502463055,0.7581957578659058,False
4,443,0.781941309255079,0.779600203037262,False
5,400,0.7335,0.7332115173339844,False
6,314,0.8949044585987261,0.8932392001152039,False
7,305,0.8531147540983607,0.8517270684242249,False
8,224,0.9741071428571428,0.9739055633544922,True
9,239,0.9497907949790795,0.9481460452079773,True
