variant,n_runs,n_datasets,ari_mean,ari_median,nmi_mean,acc_mean,rank_ari_mean,rank_ari_median,wins_vs_pca,ties_vs_pca,losses_vs_pca,delta_ari_vs_pca_mean,regret_vs_pca_mean,oracle_gap_mean,negative_transfer_rate,graph_activation_rate,enabled_graph_mean_gain
rdg_gene_only,39,13,0.6871660695782164,0.7336362018999384,0.7448876234560051,0.764329180987019,2.5256410256410255,2.0,33,0,6,0.21281621157183175,0.0109516373881257,0.032730507311552144,0.15384615384615385,1.0,0.21281621157183175
safe_rdg_calibrated_threshold,39,13,0.6524032038178162,0.686812709756784,0.7276747491302624,0.7564214687288009,4.166666666666667,4.0,23,14,2,0.1780533458114316,0.005049209400033157,0.06749337307195225,0.05128205128205128,0.6410256410256411,0.2777632194658333
safe_rdg_calibrated_logistic_explore,39,13,0.6445375401005585,0.7024829910146035,0.7072201483769468,0.7582572889842196,4.089743589743589,4.0,30,0,9,0.1701876820941738,0.040455813141620944,0.0753590367892101,0.23076923076923078,1.0,0.1701876820941738
rdg_always_on,39,13,0.6445375401005585,0.7024829910146035,0.7072201483769469,0.7582572889842197,3.923076923076923,4.0,30,0,9,0.17018768209417381,0.04045581314162096,0.07535903678921006,0.23076923076923078,1.0,0.17018768209417381
rdg_concat_kmeans,39,13,0.6005136208227196,0.6240604405988117,0.6982422306671167,0.7176512044133677,5.461538461538462,6.0,26,0,13,0.126163762816335,0.024917448030183708,0.11938295606704881,0.3333333333333333,0.0,
safe_rdg_heuristic,39,13,0.5936195861172572,0.6897696279753678,0.6618018123590212,0.7506538139302155,4.230769230769231,4.0,30,0,9,0.11926972811087268,0.08260583101662353,0.12627699077251123,0.23076923076923078,1.0,0.11926972811087268
pca_kmeans,39,13,0.4743498580063846,0.4620449657559772,0.5689113547916762,0.6550445053429232,7.038461538461538,7.0,0,39,0,0.0,0.0,0.2455467188833839,0.0,0.0,
neg_random_cell_graph,39,13,0.35833613014787974,0.4107013887269527,0.4391509671393835,0.5896668917830912,9.051282051282051,10.0,13,0,26,-0.11601372785850482,0.19722035678104136,0.36156044674188875,0.6666666666666666,1.0,-0.11601372785850482
rdg_cell_only,39,13,0.34610610252652524,0.43578330743023574,0.4584546083343919,0.6085058064731558,8.743589743589743,9.0,13,0,26,-0.1282437554798594,0.20786042213104075,0.3737904743632432,0.6666666666666666,1.0,-0.1282437554798594
pca_spectral_kmeans,39,13,0.34224994612829024,0.39288211458102934,0.46295242963404704,0.607215412619251,8.538461538461538,9.0,15,0,24,-0.1320999118780943,0.2008158646299847,0.37764663076147825,0.6153846153846154,0.0,
neg_degree_shuffle_graph,39,13,0.25901995268052236,0.27003978463799894,0.350041289484842,0.5568421731653087,9.333333333333334,9.0,12,0,27,-0.21532990532586227,0.27873072684060074,0.4608766242092462,0.6923076923076923,1.0,-0.21532990532586227
neg_shuffled_gene_cell_graph,39,13,0.126710625722172,0.11363639390559196,0.16231428060463998,0.39142036123484547,10.897435897435898,12.0,4,0,35,-0.3476392322842126,0.35904217516469383,0.5931859511675964,0.8974358974358975,1.0,-0.3476392322842126
