neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed
pca_cosine_knn,5,4.934866428375244,1.0,0.8006459474563599,0.12443994730710983,0.3213569039655996,0.1901690512895584,0.16933512687683105,1.0,0.0,0.0,0.0,5.0,61.0,16.75,50,0.8363592928810321,0.8372862339019775,0.9460172653198242,worm_neuron_cell,1,random_edge_dropout_keep0.5,1.0,0.506317138671875,3.9788585704783683,3.0181135294958947,1.5470902748405932,5.966155060753226,0.8999998569488525,0.10000001639127731
