neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
pca_cosine_knn,5,4.934866428375244,1.0,0.8006459474563599,0.12443994730710983,0.3213569039655996,0.1901690512895584,0.16933512687683105,1.0,0.0,0.0,0.0,5.0,61.0,16.75,50,0.8363592928810321,0.8372862339019775,0.9460172653198242
