neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,consensus_threshold,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
multi_metric_consensus_threshold_0.4,5,4.888304233551025,1.0,0.8199940919876099,0.2443305104970932,0.3707641196013289,0.24544641375541687,0.158596932888031,0.6559469103813171,0.18192268908023834,0.009966777408637873,0.046511627906976744,5.0,31.0,17.0,50,0.4,0.8897009966777408,0.8922017812728882,0.7714474573731422
