neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,consensus_threshold,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
multi_metric_consensus_threshold_0.4,5,4.765389919281006,1.0,0.927992045879364,0.04618145525455475,0.32595370767252463,0.1044452041387558,0.11927676945924759,0.5227324962615967,0.1917639672756195,0.1255679382768967,0.43265109301328764,5.0,64.0,16.0,50,0.4,0.8929382768966996,0.8936854004859924,0.8120582550764084
