dataset,seed,variant,ari,nmi,acc,f1_macro,q_cell,q_gene,q_total,graph_enabled,negative_control,pca_ari,pca_nmi,pca_acc,delta_ari_vs_pca,regret_vs_pca,negative_transfer,win_vs_pca,tie_vs_pca,loss_vs_pca,rank_ari_desc,oracle_ari,oracle_source_variant,oracle_gain_vs_pca,oracle_gap
Wang,42,pca_kmeans,0.7858779620945557,0.6931907552992126,0.9472633680008404,0.9286594137771856,0.5529776306641101,0.8485172446177791,0.7007474376409446,False,,0.7858779620945557,0.6931907552992126,0.9472633680008404,0.0,0.0,False,False,True,False,6.5,0.9731405896958415,rdg_concat_kmeans,0.18726262760128576,0.18726262760128576
Wang,42,pca_spectral_kmeans,0.0062530450806438575,0.0034034344347013004,0.7807542809118605,0.44495774142622635,0.5529776306641101,0.8485172446177791,0.7007474376409446,False,,0.7858779620945557,0.6931907552992126,0.9472633680008404,-0.7796249170139119,0.7796249170139119,True,False,False,True,9.5,0.9731405896958415,rdg_concat_kmeans,0.18726262760128576,0.9668875446151977
Wang,42,rdg_cell_only,0.0062530450806438575,0.0034034344347013004,0.7807542809118605,0.44495774142622635,0.5529776306641101,0.8485172446177791,0.7007474376409446,True,,0.7858779620945557,0.6931907552992126,0.9472633680008404,-0.7796249170139119,0.7796249170139119,True,False,False,True,9.5,0.9731405896958415,rdg_concat_kmeans,0.18726262760128576,0.9668875446151977
Wang,42,rdg_gene_only,0.9675660264254676,0.9203843501235588,0.9926462863746192,0.9892526656640789,0.5529776306641101,0.8485172446177791,0.7007474376409446,True,,0.7858779620945557,0.6931907552992126,0.9472633680008404,0.1816880643309119,0.0,False,True,False,False,4.0,0.9731405896958415,rdg_concat_kmeans,0.18726262760128576,0.005574563270373867
Wang,42,rdg_concat_kmeans,0.9731405896958415,0.9317699566290739,0.993906922996113,0.9911286729506907,0.5529776306641101,0.8485172446177791,0.7007474376409446,False,,0.7858779620945557,0.6931907552992126,0.9472633680008404,0.18726262760128576,0.0,False,True,False,False,1.0,0.9731405896958415,rdg_concat_kmeans,0.18726262760128576,0.0
Wang,42,rdg_always_on,0.9694165426212082,0.9240608670102626,0.9930664985817838,0.9898737855389584,0.5529776306641101,0.8485172446177791,0.7007474376409446,True,,0.7858779620945557,0.6931907552992126,0.9472633680008404,0.1835385805266525,0.0,False,True,False,False,2.5,0.9731405896958415,rdg_concat_kmeans,0.18726262760128576,0.003724047074633252
Wang,42,safe_rdg_heuristic,0.9413717233586594,0.8721823210798095,0.9865532093707322,0.9805676669525939,0.5529776306641101,0.8485172446177791,0.7007474376409446,True,,0.7858779620945557,0.6931907552992126,0.9472633680008404,0.15549376126410364,0.0,False,True,False,False,5.0,0.9731405896958415,rdg_concat_kmeans,0.18726262760128576,0.03176886633718212
Wang,42,neg_random_cell_graph,-0.002544791475460185,0.00164455022814642,0.7783380607206639,0.4376772211720227,0.5529776306641101,0.8485172446177791,0.7007474376409446,True,random_cell_graph,0.7858779620945557,0.6931907552992126,0.9472633680008404,-0.7884227535700159,0.7884227535700159,True,False,False,True,12.0,0.9731405896958415,rdg_concat_kmeans,0.18726262760128576,0.9756853811713017
Wang,42,neg_degree_shuffle_graph,0.00412511166708589,0.0018578173975023194,0.7803340687046959,0.442971864273977,0.5529776306641101,0.8485172446177791,0.7007474376409446,True,degree_preserving_shuffled_cell_graph,0.7858779620945557,0.6931907552992126,0.9472633680008404,-0.7817528504274699,0.7817528504274699,True,False,False,True,11.0,0.9731405896958415,rdg_concat_kmeans,0.18726262760128576,0.9690154780287557
Wang,42,neg_shuffled_gene_cell_graph,0.013709353119666142,0.04224078281699456,0.5644500472738733,0.5396119167307103,0.5529776306641101,0.8485172446177791,0.7007474376409446,True,shuffled_gene_module_cell_graph,0.7858779620945557,0.6931907552992126,0.9472633680008404,-0.7721686089748896,0.7721686089748896,True,False,False,True,8.0,0.9731405896958415,rdg_concat_kmeans,0.18726262760128576,0.9594312365761754
Pollen,42,safe_rdg_calibrated_threshold,0.8700415764190499,0.8955787312019604,0.8571428571428571,,,,0.7744577071822498,True,,0.03339391415030334,0.11612458329724176,0.23255813953488372,0.8366476622687465,0.0,False,True,False,False,1.5,0.8700415764190499,rdg_always_on,0.8366476622687465,0.0
Wang,42,safe_rdg_calibrated_threshold,0.9694165426212082,0.9240608670102626,0.9930664985817838,,,,0.7007474376409446,True,,0.7858779620945557,0.6931907552992126,0.9472633680008404,0.1835385805266525,0.0,False,True,False,False,2.5,0.9731405896958415,rdg_concat_kmeans,0.18726262760128576,0.003724047074633252
Pollen,42,safe_rdg_calibrated_logistic_explore,0.0333939141503033,0.1161245832972417,0.2325581395348837,,,,0.7744577071822498,False,,0.03339391415030334,0.11612458329724176,0.23255813953488372,-4.163336342344337e-17,4.163336342344337e-17,False,False,True,False,11.0,0.8700415764190499,rdg_always_on,0.8366476622687465,0.8366476622687465
Wang,42,safe_rdg_calibrated_logistic_explore,0.7858779620945557,0.6931907552992126,0.9472633680008404,,,,0.7007474376409446,False,,0.7858779620945557,0.6931907552992126,0.9472633680008404,0.0,0.0,False,False,True,False,6.5,0.9731405896958415,rdg_concat_kmeans,0.18726262760128576,0.18726262760128576
