neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
global_random_excluding_self,5,5.000000476837158,1.0,0.023024162277579308,0.42005181312561035,0.0003000428632661809,0.00010834881686605513,0.0034679993987083435,0.0,0.0,0.0,0.0,5.0,18.0,9.0,50,0.0,0.0,0.17407843977711102,0.17407843470573425,0.0056984520924743265
