label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,6514,0.34817316548971444,0.3481731116771698,False
1,472,0.03305084745762712,0.03305084630846977,False
2,1218,0.06436781609195402,0.06436780095100403,False
3,1064,0.06353383458646616,0.06353383511304855,False
4,2703,0.14317425083240842,0.14317423105239868,False
5,1694,0.08701298701298701,0.08701297640800476,False
6,826,0.043341404358353514,0.04334140196442604,False
7,664,0.03253012048192771,0.03253011405467987,False
8,36,0.005555555555555556,0.0055555542930960655,True
9,36,0.0,0.0,True
10,589,0.026485568760611207,0.026485566049814224,False
11,114,0.0017543859649122807,0.0017543857684358954,True
12,717,0.03347280334728033,0.03347279876470566,False
13,1862,0.09946294307196563,0.09946293383836746,False
14,155,0.015483870967741935,0.015483868308365345,True
