label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,294,0.03197278911564626,0.03197278454899788,True
1,320,0.050625,0.05062498524785042,False
2,560,0.08857142857142856,0.08857141435146332,False
3,876,0.13744292237442923,0.13744290173053741,False
4,353,0.054957507082152975,0.05495750159025192,False
5,319,0.05642633228840126,0.05642632022500038,True
6,607,0.08731466227347612,0.08731464296579361,False
7,341,0.05454545454545454,0.05454544723033905,False
8,338,0.06153846153846154,0.0615384466946125,False
9,509,0.07465618860510806,0.074656181037426,False
10,28,0.0,0.0,True
11,1945,0.30241645244215937,0.3024164140224457,False
