label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,842,0.7971496437054632,0.8844085931777954,False
1,70,0.8485714285714285,0.9230232238769531,True
2,334,0.8425149700598802,0.9359217882156372,False
3,1015,0.6782266009852217,0.7460015416145325,False
4,443,0.7106094808126411,0.778195321559906,False
5,400,0.6605,0.7286235690116882,False
6,314,0.7993630573248408,0.8910137414932251,False
7,305,0.761311475409836,0.8452438712120056,False
8,224,0.8794642857142857,0.9626913070678711,True
9,239,0.8635983263598327,0.9457544088363647,True
