label,n_cells,precision,recall,f1,is_rare_lt_50
0,6514,0.9878542510121457,0.5244089653054959,0.6851183313277176,False
1,472,0.7931623931623931,0.9830508474576272,0.8779564806054873,False
2,1218,0.6797853309481217,0.9359605911330049,0.7875647668393783,False
3,1064,0.2338331771321462,0.46898496240601506,0.31207004377736086,False
4,2703,0.5561115082201572,0.5756566777654458,0.565715324486457,False
5,1694,0.0007880220646178094,0.0011806375442739079,0.000945179584120983,False
6,826,0.9461077844311377,0.9564164648910412,0.9512341962673089,False
7,664,0.936231884057971,0.9728915662650602,0.9542097488921714,False
8,36,0.001694915254237288,0.027777777777777776,0.003194888178913738,True
9,36,0.9166666666666666,0.6111111111111112,0.7333333333333333,True
10,589,0.9666666666666667,0.9847198641765704,0.975609756097561,False
11,114,0.9655172413793104,0.9824561403508771,0.9739130434782609,False
12,717,0.9638157894736842,0.8172942817294282,0.8845283018867924,False
13,1862,0.9956919763058697,0.9930182599355531,0.9943533207851573,False
14,155,0.974025974025974,0.967741935483871,0.970873786407767,False
