dataset,method,acc_mean,acc_std,acc_count,nmi_mean,nmi_std,nmi_count,ari_mean,ari_std,ari_count,f1_macro_mean,f1_macro_std,f1_macro_count,runtime_seconds_mean,runtime_seconds_std,seed_<lambda>,n_seeds,method_raw
Pollen,PCA+KMeans known-K,0.5094130675526024,0.06056482353876112,3,0.6923411102851077,0.03366429148084736,3,0.381340181642621,0.023667194859064912,3,0.29912642060979655,0.06388014963325812,3,3.6474556128184,0.25532759436149494,"42,2024,3407",3,pca_kmeans_known_k
Pollen,VarFloor-scMAE,0.8770764119601329,0.01448139183900559,3,0.9249141082521904,0.006122707523896079,3,0.9093509256577903,0.005676480536749989,3,0.7902235658422404,0.01960514902613987,3,1.8664779663085938,0.07767300784463337,"42,2024,3407",3,varfloor_scmae
Quake_10x_Spleen,PCA+KMeans known-K,0.8155360134003349,0.114492368909531,3,0.41246111364697785,0.3392450800861999,3,0.3937136026471157,0.4300289956316077,3,0.401559275770794,0.13580709262631885,3,6.454444249471028,0.708318861172417,"42,2024,3407",3,pca_kmeans_known_k
Quake_10x_Spleen,VarFloor-scMAE,0.9502024008933555,0.003541456898553468,3,0.8336177317342736,0.00629411933880793,3,0.9194764736785404,0.0017323383561718534,3,0.6966465148708151,0.012074756622649271,3,46.147355715433754,2.467367237474662,"42,2024,3407",3,varfloor_scmae
Quake_Smart-seq2_Lung,PCA+KMeans known-K,0.7108194112967383,0.06116358120398479,3,0.8072422997607394,0.02597841366201511,3,0.714087421497104,0.07996519612994543,3,0.601000615310585,0.10067038312446865,3,4.498727083206177,0.24952462899331346,"42,2024,3407",3,pca_kmeans_known_k
Quake_Smart-seq2_Lung,VarFloor-scMAE,0.5749801113762927,0.039776750195778594,3,0.7482482708200484,0.031579584892784354,3,0.5613783792832252,0.05756211116496495,3,0.4423760487465443,0.04983739670630775,3,7.918824831644694,0.13335224480234245,"42,2024,3407",3,varfloor_scmae
SRP145013,PCA+KMeans known-K,0.38347042694868777,0.052696590967568235,3,0.1429739698418378,0.04026524047843675,3,0.08737724596073672,0.04633022182090426,3,0.24044785934789467,0.026841091447450657,3,38.69668571154276,17.03718884797387,"42,2024,3407",3,pca_kmeans_known_k
SRP145013,VarFloor-scMAE,0.30888497192845016,0.00883629690161621,3,0.14983930131244022,0.004265785484422296,3,0.08234051918747992,0.0021557057666491265,3,0.2379701074325131,0.00580466123709735,3,220.06624952952066,1.0209060856665055,"42,2024,3407",3,varfloor_scmae
SRP171040,PCA+KMeans known-K,0.5762359131424981,0.027610736730917036,3,0.5998738898001116,0.018337355220330885,3,0.35633784838108234,0.026045665496989705,3,0.45888295991919664,0.030490643745784148,3,31.176674207051594,15.42790513905963,"42,2024,3407",3,pca_kmeans_known_k
SRP171040,VarFloor-scMAE,0.5725546786036833,0.021607808613947795,3,0.667858940395075,0.0031770464228918108,3,0.4609894783957899,0.013823945064600532,3,0.481763750509089,0.007580725639500703,3,180.2307014465332,0.9387610182099585,"42,2024,3407",3,varfloor_scmae
