neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed,beta_mode,beta_fixed,beta_max,beta_target_mean,beta_std,beta_p,target_mode,noise_mode,oracle_neighbor,label_leakage_diagnostic
global_random_excluding_self,5,5.000000476837158,1.0,0.06741210073232651,0.33423200249671936,0.00014908684308609764,7.537168130511418e-05,0.002892913995310664,0.0,0.0,0.0,0.0,5.0,17.0,9.0,50,0.0,0.0,0.1981811405143496,0.1981811225414276,0.00816884459927678,Shekhar,1,beta_control,1.0,1.0,4.000000015237233,1.7831929857914264,0.9266412928557166,3.488611411475218,0.9500180128890161,0.049981985784296946,truncated_normal,0.09999999999999998,0.1,0.05,0.02,0.5,anchor,global_mix,none,False
