label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,6514,0.7875038378876267,0.989354133605957,False
1,472,0.7661016949152543,0.94693922996521,False
2,1218,0.7172413793103448,0.8836854100227356,False
3,1064,0.36654135338345867,0.445207417011261,False
4,2703,0.6429892711801701,0.786380410194397,False
5,1694,0.5608028335301063,0.6900933980941772,False
6,826,0.7581113801452785,0.9460415244102478,False
7,664,0.7677710843373494,0.957684338092804,False
8,36,0.5055555555555555,0.6476215720176697,True
9,36,0.5,0.6198257207870483,True
10,589,0.7925297113752122,0.9874242544174194,False
11,114,0.7859649122807018,0.976010262966156,True
12,717,0.703486750348675,0.8679505586624146,False
13,1862,0.7881847475832439,0.9941882491111755,False
14,155,0.7561290322580645,0.9874465465545654,True
