label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,294,0.9836734693877551,0.9828148484230042,True
1,320,0.90625,0.9087055325508118,False
2,560,0.9492857142857143,0.947826623916626,False
3,876,0.9061643835616439,0.9067219495773315,False
4,353,0.9971671388101983,0.9970334768295288,False
5,319,0.9216300940438872,0.9207433462142944,True
6,607,0.9769357495881383,0.9763933420181274,False
7,341,0.9964809384164223,0.9961651563644409,False
8,338,0.9662721893491124,0.9666658043861389,False
9,509,0.943418467583497,0.9448732733726501,False
10,28,0.7785714285714286,0.8022212982177734,True
11,1945,0.9589717223650386,0.9602985978126526,False
