variant,n_runs,n_datasets,ari_mean,ari_median,nmi_mean,acc_mean,rank_ari_mean,rank_ari_median,wins_vs_pca,ties_vs_pca,losses_vs_pca,delta_ari_vs_pca_mean,regret_vs_pca_mean,oracle_gap_mean,negative_transfer_rate,graph_activation_rate,enabled_graph_mean_gain
rdg_gene_only,33,11,0.6700949245036532,0.6889945753186795,0.7511498722847971,0.7631626816822483,2.409090909090909,2.0,30,0,3,0.250026555753478,0.004751745149571141,0.023910508545389016,0.09090909090909091,1.0,0.250026555753478
safe_rdg_calibrated_threshold,33,11,0.6304950501636852,0.6832402721961239,0.7165393863605357,0.7509389881197126,4.166666666666667,4.0,23,8,2,0.2104266814135101,0.005967247472766458,0.06351038288535689,0.06060606060606061,0.7575757575757576,0.2777632194658333
safe_rdg_calibrated_logistic_explore,33,11,0.6241614840812618,0.6839688183964758,0.7070813749084613,0.7530087521162252,4.015151515151516,4.0,27,0,6,0.2040931153310867,0.03777082646068128,0.06984394896778032,0.18181818181818182,1.0,0.2040931153310867
rdg_always_on,33,11,0.6241614840812618,0.6839688183964758,0.7070813749084615,0.7530087521162253,3.8181818181818183,3.5,27,0,6,0.2040931153310867,0.037770826460681285,0.06984394896778029,0.18181818181818182,1.0,0.2040931153310867
safe_rdg_heuristic,33,11,0.564533675885371,0.6409978933182955,0.6509418688028705,0.741042651460452,4.151515151515151,4.0,27,0,6,0.1444653071351958,0.08763746784815529,0.1294717571636712,0.18181818181818182,1.0,0.1444653071351958
rdg_concat_kmeans,33,11,0.5622427725579957,0.5708221774511734,0.6820687777250912,0.7030670453195308,5.9393939393939394,6.0,22,0,11,0.1421744038078206,0.022962871031851014,0.1317626604910464,0.3333333333333333,0.0,
pca_kmeans,33,11,0.4200683687501751,0.4157136308162924,0.5289099203240248,0.6311298495727663,7.5606060606060606,8.0,0,33,0,0.0,0.0,0.273937064298867,0.0,0.0,
neg_random_cell_graph,33,11,0.3815905440964697,0.41860097949472963,0.4658303104201571,0.6013793292756227,8.848484848484848,9.0,13,0,20,-0.03847782465370545,0.13444929519852136,0.31241488895257247,0.6060606060606061,1.0,-0.03847782465370545
rdg_cell_only,33,11,0.35405444723189816,0.43578330743023574,0.4759106194152807,0.6160408822443872,8.545454545454545,9.0,13,0,20,-0.06601392151827701,0.16010634574240049,0.339950985817144,0.6060606060606061,1.0,-0.06601392151827701
pca_spectral_kmeans,33,11,0.33970006715348744,0.39288211458102934,0.469760235205387,0.6084898440197852,8.515151515151516,9.0,15,0,18,-0.0803683015966877,0.16157806393983096,0.3543053658955548,0.5454545454545454,0.0,
neg_degree_shuffle_graph,33,11,0.27909303566158666,0.29821255734088215,0.37961342625960615,0.576796111224634,9.212121212121213,9.0,12,0,21,-0.14097533308858845,0.2159035766969158,0.41491239738745544,0.6363636363636364,1.0,-0.14097533308858845
neg_shuffled_gene_cell_graph,33,11,0.13560816015669386,0.12790872241877946,0.17558775447142516,0.4074660191429347,10.818181818181818,12.0,4,0,29,-0.28446020859348137,0.2979364138158682,0.5583972728923483,0.8787878787878788,1.0,-0.28446020859348137
