neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
pca_cosine_knn,5,4.992573261260986,1.0,0.9250876903533936,0.05518187955021858,0.29791108730583826,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,0.0,5.0,58.0,15.0,50,0.962542403142296,0.9627015590667725,0.9294465978940328
