neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,snn_zero_row_fallback_rate,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
snn_jaccard_weighted_knn,5,3.1593284606933594,0.6650698602794411,0.9472144246101379,0.046958088874816895,0.2718772980355079,0.11839830130338669,0.13419567048549652,0.11839830130338669,0.13419567048549652,0.050635570963336485,0.050635570963336485,5.0,67.0,17.0,50,0.050635570963336485,0.9951885702279651,0.9959108233451843,0.9955577850341797
