label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,842,0.7990498812351544,0.8818379640579224,False
1,70,0.8571428571428571,0.9232445955276489,True
2,334,0.8479041916167664,0.9360831379890442,False
3,1015,0.660295566502463,0.7293648719787598,False
4,443,0.7237020316027089,0.7901422381401062,False
5,400,0.669,0.7386964559555054,False
6,314,0.7936305732484077,0.8933080434799194,False
7,305,0.7521311475409836,0.8354474902153015,False
8,224,0.8696428571428572,0.9696076512336731,True
9,239,0.8502092050209205,0.949086606502533,True
