label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,294,0.9843537414965986,0.9815105199813843,True
1,320,0.90625,0.9071750640869141,False
2,560,0.9485714285714286,0.9462544918060303,False
3,876,0.9066210045662101,0.9148331880569458,False
4,353,0.9977337110481587,0.9972580671310425,False
5,319,0.9216300940438872,0.9159731268882751,True
6,607,0.9772652388797364,0.9780144691467285,False
7,341,0.9964809384164223,0.9962403178215027,False
8,338,0.9674556213017751,0.9703662395477295,False
9,509,0.9457760314341846,0.9528550505638123,False
10,28,0.7928571428571428,0.8164078593254089,True
11,1945,0.9591773778920308,0.9611948132514954,False
