neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,snn_zero_row_fallback_rate,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
snn_jaccard_weighted_knn,5,3.528010606765747,0.752788906009245,0.9560685753822327,0.042791686952114105,0.3333744221879815,0.15665297210216522,0.14477123320102692,0.15665297210216522,0.14477123320102692,0.021879815100154083,0.021879815100154083,5.0,78.0,15.0,50,0.021879815100154083,0.9518335901386749,0.9535868763923645,0.9067032337188721
