label,n_cells,precision,recall,f1,is_rare_lt_50
0,1082,0.742639040348964,0.6293900184842883,0.6813406703351675,False
1,690,0.9191780821917809,0.972463768115942,0.9450704225352112,False
2,354,0.0,0.0,0.0,False
3,948,0.9401709401709402,0.4641350210970464,0.6214689265536724,False
4,300,1.0,0.75,0.8571428571428571,False
5,1524,0.7782561894510226,0.9488188976377953,0.8551153163808397,False
6,396,0.003194888178913738,0.0025252525252525255,0.0028208744710860366,False
7,1751,0.9103967168262654,0.7601370645345517,0.8285091814503579,False
8,854,0.9875,0.2775175644028103,0.43327239488117003,False
9,266,0.20411663807890223,0.8947368421052632,0.3324022346368715,False
10,1153,0.9904240766073872,0.6279271465741544,0.7685774946921444,False
11,2569,0.813463098134631,0.39042428960685094,0.527617043661231,False
12,478,0.14635063957863054,0.8138075313807531,0.24808673469387754,False
13,344,1.0,0.5552325581395349,0.7140186915887851,False
14,805,0.4968051118210863,0.7726708074534161,0.6047642197374817,False
