dataset,seed,acc__pca_kmeans,acc__pca_spectral_kmeans,acc__rdg_always_on,acc__rdg_cell_only,acc__rdg_concat_kmeans,acc__rdg_gene_only,acc__safe_rdg_heuristic,ari__pca_kmeans,ari__pca_spectral_kmeans,ari__rdg_always_on,ari__rdg_cell_only,ari__rdg_concat_kmeans,ari__rdg_gene_only,ari__safe_rdg_heuristic,cell_spectral_gap__pca_kmeans,cell_spectral_gap__pca_spectral_kmeans,cell_spectral_gap__rdg_always_on,cell_spectral_gap__rdg_cell_only,cell_spectral_gap__rdg_concat_kmeans,cell_spectral_gap__rdg_gene_only,cell_spectral_gap__safe_rdg_heuristic,gene_module_entropy__pca_kmeans,gene_module_entropy__pca_spectral_kmeans,gene_module_entropy__rdg_always_on,gene_module_entropy__rdg_cell_only,gene_module_entropy__rdg_concat_kmeans,gene_module_entropy__rdg_gene_only,gene_module_entropy__safe_rdg_heuristic,hubness__pca_kmeans,hubness__pca_spectral_kmeans,hubness__rdg_always_on,hubness__rdg_cell_only,hubness__rdg_concat_kmeans,hubness__rdg_gene_only,hubness__safe_rdg_heuristic,nmi__pca_kmeans,nmi__pca_spectral_kmeans,nmi__rdg_always_on,nmi__rdg_cell_only,nmi__rdg_concat_kmeans,nmi__rdg_gene_only,nmi__safe_rdg_heuristic,q_cell__pca_kmeans,q_cell__pca_spectral_kmeans,q_cell__rdg_always_on,q_cell__rdg_cell_only,q_cell__rdg_concat_kmeans,q_cell__rdg_gene_only,q_cell__safe_rdg_heuristic,q_gene__pca_kmeans,q_gene__pca_spectral_kmeans,q_gene__rdg_always_on,q_gene__rdg_cell_only,q_gene__rdg_concat_kmeans,q_gene__rdg_gene_only,q_gene__safe_rdg_heuristic,q_total__pca_kmeans,q_total__pca_spectral_kmeans,q_total__rdg_always_on,q_total__rdg_cell_only,q_total__rdg_concat_kmeans,q_total__rdg_gene_only,q_total__safe_rdg_heuristic,delta_ari_always_vs_pca,delta_nmi_always_vs_pca,delta_acc_always_vs_pca
Limb_Muscle,42,0.655154771041187,0.8311588641596316,0.9641852136096188,0.5154771041187004,0.8772064466615502,0.9652084932207726,0.9421847019698133,0.44747325960621226,0.6722258207895024,0.9189558246817529,0.2139294319282009,0.8516555148802076,0.9236277888075034,0.8668129546941364,0.0025562986410997413,0.0025562986410997413,0.0025562986410997413,0.0025562986410997413,0.0025562986410997413,0.0025562986410997413,0.0025562986410997413,0.9385291748884804,0.9385291748884804,0.9385291748884804,0.9385291748884804,0.9385291748884804,0.9385291748884804,0.9385291748884804,5.779620975479208,5.779620975479208,5.779620975479208,5.779620975479208,5.779620975479208,5.779620975479208,5.779620975479208,0.5985589862723709,0.7662457798924501,0.9016982613137511,0.46072611087546955,0.8702882027149612,0.9233646370283245,0.8760792500823461,0.6267890650732956,0.6267890650732956,0.6267890650732956,0.6267890650732956,0.6267890650732956,0.6267890650732956,0.6267890650732956,0.8721322787220693,0.8721322787220693,0.8721322787220693,0.8721322787220693,0.8721322787220693,0.8721322787220693,0.8721322787220693,0.7494606718976824,0.7494606718976824,0.7494606718976824,0.7494606718976824,0.7494606718976824,0.7494606718976824,0.7494606718976824,0.4714825650755406,0.30313927504138016,0.3090304425684318
Wang,42,0.9472633680008404,0.7807542809118605,0.993171551633575,0.7807542809118605,0.993171551633575,0.9926462863746192,0.9930664985817838,0.7858779620945557,0.0062530450806438575,0.9698742590558683,0.0062530450806438575,0.969894085567239,0.9675660264254676,0.9694114994270597,0.0026391405599649476,0.0026391405599649476,0.0026391405599649476,0.0026391405599649476,0.0026391405599649476,0.0026391405599649476,0.0026391405599649476,0.9557410117392569,0.9557410117392569,0.9557410117392569,0.9557410117392569,0.9557410117392569,0.9557410117392569,0.9557410117392569,8.356501977457773,8.356501977457773,8.356501977457773,8.356501977457773,8.356501977457773,8.356501977457773,8.356501977457773,0.6931907552992126,0.0034034344347013004,0.925049039083919,0.0034034344347013004,0.9248955485493591,0.9203843501235587,0.9241227844871984,0.547395280025312,0.547395280025312,0.547395280025312,0.547395280025312,0.547395280025312,0.547395280025312,0.547395280025312,0.8489352407832641,0.8489352407832641,0.8489352407832641,0.8489352407832641,0.8489352407832641,0.8489352407832641,0.8489352407832641,0.6981652604042881,0.6981652604042881,0.6981652604042881,0.6981652604042881,0.6981652604042881,0.6981652604042881,0.6981652604042881,0.1839962969613126,0.2318582837847064,0.04590818363273452
