variant,n_runs,n_datasets,ari_mean,ari_median,nmi_mean,acc_mean,rank_ari_mean,rank_ari_median,wins_vs_pca,ties_vs_pca,losses_vs_pca,delta_ari_vs_pca_mean,regret_vs_pca_mean,oracle_gap_mean,negative_transfer_rate,graph_activation_rate,enabled_graph_mean_gain
rdg_gene_only,2,2,0.9455969076164855,0.9455969076164855,0.9218744935759415,0.9789273897976959,3.0,3.0,2,0,0,0.3289212967661015,0.0,0.001164029570885683,0.0,1.0,0.3289212967661015
safe_rdg_calibrated_threshold,2,2,0.9444150418688106,0.9444150418688106,0.9133736501988351,0.9786783826215969,2.25,2.25,2,0,0,0.3277394310184266,0.0,0.0023458953185605536,0.0,1.0,0.3277394310184266
rdg_always_on,2,2,0.9444150418688106,0.9444150418688106,0.913373650198835,0.9786783826215969,2.75,2.75,2,0,0,0.3277394310184266,0.0,0.002345895318560609,0.0,1.0,0.3277394310184266
safe_rdg_heuristic,2,2,0.9181122270605981,0.9181122270605981,0.9001010172847723,0.9676256002757986,4.0,4.0,2,0,0,0.3014366162102141,0.0,0.028648710126773114,0.0,1.0,0.3014366162102141
rdg_concat_kmeans,2,2,0.9107748002237233,0.9107748002237233,0.8975918756321601,0.9351889991475626,3.0,3.0,2,0,0,0.29409918937333934,0.0,0.035986136963647886,0.0,0.0,
pca_kmeans,2,2,0.616675610850384,0.616675610850384,0.6458748707857918,0.8012090695210137,6.75,6.75,0,2,0,0.0,0.0,0.3300853263369872,0.0,0.0,
safe_rdg_calibrated_logistic_explore,2,2,0.6166756108503839,0.6166756108503839,0.6458748707857918,0.8012090695210137,7.25,7.25,0,2,0,-2.7755575615628914e-17,2.7755575615628914e-17,0.33008532633698723,0.0,0.0,
pca_spectral_kmeans,2,2,0.33923943293507314,0.33923943293507314,0.3848246071635757,0.805956572535746,7.25,7.25,1,0,1,-0.27743617791531083,0.38981245850695595,0.6075215042522981,0.5,0.0,
rdg_cell_only,2,2,0.11009123850442239,0.11009123850442239,0.23206477265508543,0.6481156925152805,8.75,8.75,0,0,2,-0.5065843723459617,0.5065843723459617,0.8366696986829488,1.0,1.0,-0.5065843723459617
