label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,842,0.705938242280285,0.8750419020652771,False
1,70,0.7485714285714286,0.9214889407157898,True
2,334,0.7407185628742515,0.9351186156272888,False
3,1015,0.5814778325123152,0.7279267907142639,False
4,443,0.6239277652370203,0.7833429574966431,False
5,400,0.582,0.7341747879981995,False
6,314,0.6993630573248407,0.878473162651062,False
7,305,0.6636065573770492,0.8358601331710815,False
8,224,0.7866071428571428,0.9638286828994751,True
9,239,0.7623430962343096,0.9485920667648315,True
