neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,label_leakage_diagnostic,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed,beta_mode,beta_fixed,beta_max,beta_target_mean,beta_std,beta_p,target_mode,noise_mode,oracle_neighbor
pca_cosine_knn_bad_edge_injected_0.2,5,4.044547080993652,1.0,0.7087302803993225,0.446044921875,0.19185859667916444,0.052140139043331146,0.08694925904273987,0.8006382584571838,0.39952048659324646,0.19936172112122835,0.6731164077843242,5.0,48.0,14.0,50,0.2,0.19936172112122835,True,0.7703981431887164,0.9592962265014648,0.9274971087773641,Macosko,1,beta_control,1.0,1.0,3.986227241207165,2.634589632868767,1.807036632584674,4.602199325033597,0.8999998569488525,0.10000001639127731,fixed,0.1,0.1,0.05,0.02,0.5,anchor,local_mix,none
