neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,snn_zero_row_fallback_rate,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
snn_jaccard_weighted_knn,5,3.558389663696289,0.7588300465322402,0.8924643993377686,0.08258604258298874,0.32563704852647907,0.17032085359096527,0.15974557399749756,0.17032085359096527,0.15974557399749756,0.020828717039663196,0.020828717039663196,5.0,72.0,16.0,50,0.020828717039663196,0.8716153334810547,0.8747488856315613,0.8518459995587667
