neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,snn_zero_row_fallback_rate,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
snn_jaccard_weighted_knn,5,4.342256546020508,0.9295681063122924,0.8200443387031555,0.24420689046382904,0.3707641196013289,0.24529875814914703,0.1587735414505005,0.24529875814914703,0.1587735414505005,0.006644518272425249,0.006644518272425249,5.0,31.0,17.0,50,0.006644518272425249,0.8897009966777408,0.8981582522392273,0.7974549606442451
