label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,4426,0.7480343425214641,0.938346803188324,False
1,54,0.8111111111111111,0.9858227968215942,True
2,6285,0.7571042163882259,0.943079948425293,False
3,1868,0.7841541755888651,0.973757803440094,False
4,85,0.8023529411764706,0.9529379606246948,False
5,432,0.774074074074074,0.9714954495429993,False
6,252,0.780952380952381,0.9802377820014954,False
7,67,0.6955223880597015,0.843170166015625,True
8,1624,0.7868226600985222,0.9767423868179321,False
9,63,0.7777777777777778,0.953498363494873,True
10,29400,0.7746054421768708,0.9638702273368835,False
11,252,0.7777777777777778,0.9653354287147522,False
