label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,842,0.8852731591448931,0.8876670598983765,False
1,70,0.92,0.9182783961296082,True
2,334,0.9383233532934132,0.9342028498649597,False
3,1015,0.7467980295566502,0.7521647810935974,False
4,443,0.7796839729119639,0.7781067490577698,False
5,400,0.734,0.7247840762138367,False
6,314,0.8942675159235669,0.9028500914573669,False
7,305,0.8439344262295082,0.8450092077255249,False
8,224,0.9642857142857143,0.958206057548523,True
9,239,0.9481171548117154,0.9467366337776184,True
