neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,snn_zero_row_fallback_rate,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed,beta_mode,beta_fixed,beta_max,beta_target_mean,beta_std,beta_p,target_mode,noise_mode,oracle_neighbor,label_leakage_diagnostic
snn_jaccard_weighted_knn,5,3.6961586475372314,0.7873865265169613,0.8006459474563599,0.12443994730710983,0.3213569039655996,0.1901690512895584,0.16933512687683105,0.1901690512895584,0.16933512687683105,0.029383659818442428,0.029383659818442428,5.0,61.0,16.75,50,0.029383659818442428,0.0,0.0,0.8363592928810321,0.8370549082756042,0.9410736958185831,worm_neuron_cell,1,snn_neighbormix,1.0,1.0,3.8710109735393834,2.9918276462703943,1.5102064427919686,5.819788880646229,0.8999998569488525,0.10000001639127731,fixed,0.09999999999999998,0.09999999999999998,0.05,0.02,0.5,anchor,local_mix,none,False
