label,n_cells,precision,recall,f1,is_rare_lt_50
0,1082,0.49594229035166815,0.5083179297597042,0.5020538566864445,False
1,690,0.912043301759134,0.9768115942028985,0.9433170048985304,False
2,354,0.0,0.0,0.0,False
3,948,0.9968253968253968,0.33122362869198313,0.4972288202692003,False
4,300,1.0,0.75,0.8571428571428571,False
5,1524,0.7254509018036072,0.9501312335958005,0.8227272727272728,False
6,396,0.0,0.0,0.0,False
7,1751,0.913013698630137,0.7612792689891491,0.8302709436312675,False
8,854,0.9803921568627451,0.2927400468384075,0.4508566275924256,False
9,266,0.20362381363244175,0.8872180451127819,0.3312280701754386,False
10,1153,0.9905020352781547,0.6331309627059843,0.7724867724867724,False
11,2569,0.8766891891891891,0.4040482678084858,0.5531574740207834,False
12,478,0.16560030109145654,0.9205020920502092,0.2807017543859649,False
13,344,1.0,0.3953488372093023,0.5666666666666667,False
14,805,0.5415595544130248,0.7850931677018633,0.640973630831643,False
