label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,4426,0.8483506552191595,0.9404700398445129,False
1,54,0.9,0.9842421412467957,True
2,6285,0.8540970564836913,0.945110023021698,False
3,1868,0.8856531049250536,0.9770616292953491,False
4,85,0.8752941176470588,0.9596725702285767,False
5,432,0.8759259259259259,0.9740920066833496,False
6,252,0.888095238095238,0.9831603765487671,False
7,67,0.7611940298507462,0.8429840207099915,True
8,1624,0.8746305418719211,0.9771754145622253,False
9,63,0.8825396825396825,0.9592161774635315,True
10,29400,0.8710340136054422,0.9661481976509094,False
11,252,0.8825396825396825,0.9657201766967773,False
