label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,4426,0.7530501581563488,0.9394083619117737,False
1,54,0.7925925925925926,0.9836603999137878,True
2,6285,0.7570087509944312,0.9426414966583252,False
3,1868,0.7919700214132762,0.9738301634788513,False
4,85,0.7458823529411764,0.9608922004699707,False
5,432,0.8032407407407407,0.9749007225036621,False
6,252,0.7849206349206349,0.9817337393760681,False
7,67,0.6925373134328359,0.845999538898468,True
8,1624,0.7838669950738916,0.9768894910812378,False
9,63,0.7682539682539683,0.9520710706710815,True
10,29400,0.7730952380952381,0.9644044041633606,False
11,252,0.7666666666666667,0.9665255546569824,False
