label,n_cells,precision,recall,f1,is_rare_lt_50
0,4426,0.7730446927374302,0.500225937641211,0.6074074074074074,False
1,54,0.000271370420624152,0.018518518518518517,0.0005349023803155924,False
2,6285,0.9556473829201102,0.5519490851233094,0.6997478567826525,False
3,1868,0.9812646370023419,0.8972162740899358,0.9373601789709173,False
4,85,0.0,0.0,0.0,False
5,432,0.0016975046681378374,0.023148148148148147,0.003163055511624229,False
6,252,0.010595358224016145,0.08333333333333333,0.018800358102059087,False
7,67,0.984375,0.9402985074626866,0.9618320610687023,False
8,1624,0.8930995475113123,0.9722906403940886,0.9310141509433962,False
9,63,0.0004288164665523156,0.015873015873015872,0.0008350730688935282,False
10,29400,0.9672969763405499,0.3601700680272109,0.5248965226658735,False
11,252,0.785234899328859,0.9285714285714286,0.850909090909091,False
