neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,fallback_slot_rate,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
mutual_knn_with_topk_fallback,5,4.9886369705200195,1.0,0.8721168041229248,0.06308941543102264,0.2189340290719344,0.08124484866857529,0.11267057806253433,0.21893402934074402,0.41352379322052,0.7810659709280656,0.9692508386134924,5.0,106.0,18.0,50,0.7810659709280656,0.9728960119269474,0.9732828140258789,0.9436135530471802
