dataset,group,seed,method,ari,nmi,acc,f1_macro,delta_ari_vs_nomix,delta_f1_vs_nomix,run_dir
Pollen,optional,2,snn_neighbormix,0.9041079541837655,0.9216425273868202,0.8704318936877077,0.7357208448117539,-0.006499286261850479,-0.01181769388532139,results/experiments/neighbormix_stochastic_regularization_20260616/Pollen/snn_neighbormix/seed2
Shekhar,positive,0,consensus_neighbormix_threshold0.4,0.9608884247668096,0.9323178392967556,0.9387998509131568,0.8882026646586613,0.26797618443794247,-0.005274239108530088,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/consensus_neighbormix_threshold0.4/seed0
Shekhar,positive,0,global_random_neighbor_control,0.6796442745781719,0.8875879226081257,0.7948192322027581,0.8842190476271935,-0.013267965750695221,-0.009257856139997855,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/global_random_neighbor_control/seed0
Shekhar,positive,0,mutual_knn_neighbormix,0.6569369658854688,0.8689936337901648,0.7540439806187104,0.8144267235197186,-0.03597527444339832,-0.07905018024747279,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/mutual_knn_neighbormix/seed0
Shekhar,positive,0,neighbormix_scmae,0.6861759535156575,0.890484741400923,0.808460678345136,0.8855256294343744,-0.006736286813209591,-0.007951274332816949,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/neighbormix_scmae/seed0
Shekhar,positive,0,nm_scmae_nomix,0.6929122403288671,0.8874270538781082,0.8112933283637719,0.8934769037671914,0.0,0.0,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/nm_scmae_nomix/seed0
Shekhar,positive,0,random_beta_uniform_0.1,0.9562747655462384,0.9270620157833774,0.9263138278046964,0.8915301818793857,0.26336252521737125,-0.001946721887805647,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/random_beta_uniform_0.1/seed0
Shekhar,positive,0,random_edge_dropout_keep0.5,0.667744321266798,0.8739497002973413,0.7693999254565784,0.8142832015843733,-0.025167919062069166,-0.07919370218281807,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/random_edge_dropout_keep0.5/seed0
Shekhar,positive,0,random_pseudo_gate_p0.5,0.6653745360211316,0.8725099693706208,0.7603801714498696,0.8104723864348992,-0.0275377043077355,-0.0830045173322922,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/random_pseudo_gate_p0.5/seed0
Shekhar,positive,0,snn_neighbormix,0.66773713124844,0.8708052907456979,0.7711144241520685,0.8174308479792685,-0.025175109080427083,-0.0760460557879229,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/snn_neighbormix/seed0
Shekhar,positive,1,consensus_neighbormix_threshold0.4,0.6650379775226358,0.8742584468698632,0.7685054043980619,0.8164138903070349,0.11916805955151266,-0.0033918485325946657,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/consensus_neighbormix_threshold0.4/seed1
Shekhar,positive,1,global_random_neighbor_control,0.6712006890727975,0.874469151298868,0.7615728661945583,0.8140520168429525,0.12533077110167434,-0.005753721996677119,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/global_random_neighbor_control/seed1
Shekhar,positive,1,mutual_knn_neighbormix,0.5527571260863835,0.8484358127150704,0.70611256056653,0.8222980974932341,0.006887208115260335,0.0024923586536045317,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/mutual_knn_neighbormix/seed1
Shekhar,positive,1,neighbormix_scmae,0.6865146241009232,0.8867333218439905,0.8020872158032054,0.8916184443012364,0.14064470612980007,0.07181270546160679,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/neighbormix_scmae/seed1
Shekhar,positive,1,nm_scmae_nomix,0.5458699179711232,0.8470238547149882,0.6920611256056654,0.8198057388396296,0.0,0.0,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/nm_scmae_nomix/seed1
Shekhar,positive,1,random_beta_uniform_0.1,0.95279864731223,0.924520761021142,0.9263883712262392,0.8964325115340197,0.4069287293411068,0.07662677269439011,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/random_beta_uniform_0.1/seed1
Shekhar,positive,1,random_edge_dropout_keep0.5,0.5501871194741628,0.8488079660696543,0.699850913156914,0.8216027195393147,0.004317201503039603,0.0017969806996851467,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/random_edge_dropout_keep0.5/seed1
Shekhar,positive,1,random_pseudo_gate_p0.5,0.6972397587552324,0.8879344211419403,0.8169959001118151,0.8932876803846325,0.1513698407841092,0.07348194154500287,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/random_pseudo_gate_p0.5/seed1
Shekhar,positive,1,snn_neighbormix,0.7040486083611476,0.893498096486999,0.832985464032799,0.8895028405937906,0.1581786903900244,0.069697101754161,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/snn_neighbormix/seed1
Shekhar,positive,2,consensus_neighbormix_threshold0.4,0.5263479070512365,0.8362265034535216,0.6746925083861349,0.7459754800550865,-0.15066624411188012,-0.08593775534567516,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/consensus_neighbormix_threshold0.4/seed2
Shekhar,positive,2,global_random_neighbor_control,0.6512539862011063,0.8666276483949686,0.7440551621319419,0.8150670078130797,-0.02576016496201028,-0.01684622758768195,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/global_random_neighbor_control/seed2
Shekhar,positive,2,mutual_knn_neighbormix,0.9597649989410236,0.9294392128203744,0.9368617219530376,0.8732128059176085,0.28275084777790704,0.04129957051684685,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/mutual_knn_neighbormix/seed2
Shekhar,positive,2,neighbormix_scmae,0.6600108301028441,0.8733091226825894,0.7569139023481177,0.8145569310729801,-0.01700332106027247,-0.01735630432778157,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/neighbormix_scmae/seed2
Shekhar,positive,2,nm_scmae_nomix,0.6770141511631166,0.8723851794720203,0.7810286992172941,0.8319132354007617,0.0,0.0,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/nm_scmae_nomix/seed2
Shekhar,positive,2,random_beta_uniform_0.1,0.9541362560768348,0.9260162759784272,0.9262020126723816,0.892748362925354,0.27712210491371825,0.0608351275245923,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/random_beta_uniform_0.1/seed2
Shekhar,positive,2,random_edge_dropout_keep0.5,0.6846204010247738,0.8852891903068232,0.7941856131196422,0.8103603963331076,0.007606249861657255,-0.02155283906765404,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/random_edge_dropout_keep0.5/seed2
Shekhar,positive,2,random_pseudo_gate_p0.5,0.664707439094183,0.8707936961995846,0.7685799478196049,0.8191197904208519,-0.012306712068933634,-0.012793444979909752,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/random_pseudo_gate_p0.5/seed2
Shekhar,positive,2,snn_neighbormix,0.6585061046181647,0.8652330574646864,0.74278792396571,0.7385841888223452,-0.01850804654495186,-0.09332904657841645,results/experiments/neighbormix_stochastic_regularization_20260616/Shekhar/snn_neighbormix/seed2
Tosches,negative,0,consensus_neighbormix_threshold0.4,0.5264330019103637,0.7372209366526861,0.6313223317616803,0.6665501269144423,-0.0014657611093625844,-0.0470388416930525,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/consensus_neighbormix_threshold0.4/seed0
Tosches,negative,0,global_random_neighbor_control,0.5210963077988654,0.7343119537471804,0.6189455636519503,0.6629296167260688,-0.00680245522086087,-0.05065935188142601,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/global_random_neighbor_control/seed0
Tosches,negative,0,mutual_knn_neighbormix,0.5333590701437382,0.7420626627326556,0.6390377196742392,0.7115722477311012,0.005460307124011909,-0.002016720876393596,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/mutual_knn_neighbormix/seed0
Tosches,negative,0,neighbormix_scmae,0.5408463687560828,0.7489739795721652,0.6688276896699529,0.6915478571896249,0.01294760573635656,-0.022041111417869907,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/neighbormix_scmae/seed0
Tosches,negative,0,nm_scmae_nomix,0.5278987630197263,0.7397764555036311,0.6316438062580368,0.7135889686074948,0.0,0.0,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/nm_scmae_nomix/seed0
Tosches,negative,0,random_beta_uniform_0.1,0.550200140199793,0.771425359881691,0.672524646378054,0.6967238738538235,0.02230137718006675,-0.01686509475367126,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/random_beta_uniform_0.1/seed0
Tosches,negative,0,random_edge_dropout_keep0.5,0.5276619210326318,0.7364696428594393,0.6192134590655808,0.6433714639786601,-0.00023684198709450488,-0.07021750462883469,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/random_edge_dropout_keep0.5/seed0
Tosches,negative,0,random_pseudo_gate_p0.5,0.5447636270068871,0.7624352355294779,0.6463780540077154,0.6325043660240534,0.016864863987160805,-0.08108460258344141,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/random_pseudo_gate_p0.5/seed0
Tosches,negative,0,snn_neighbormix,0.5399022330070197,0.7502091712431386,0.6662558936990999,0.6937512978418556,0.012003469987293403,-0.019837670765639137,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/snn_neighbormix/seed0
Tosches,negative,1,consensus_neighbormix_threshold0.4,0.5230865951876017,0.7381247533991974,0.6259108444063438,0.6599004142466285,0.001045356917429907,0.020794685936801893,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/consensus_neighbormix_threshold0.4/seed1
Tosches,negative,1,global_random_neighbor_control,0.5138700507994542,0.7262547497957951,0.6071045863694814,0.65463641391459,-0.008171187470717545,0.01553068560476345,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/global_random_neighbor_control/seed1
Tosches,negative,1,mutual_knn_neighbormix,0.5236738490169655,0.737838234362532,0.628643377625375,0.6698571940065973,0.0016326107467936612,0.030751465696770675,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/mutual_knn_neighbormix/seed1
Tosches,negative,1,neighbormix_scmae,0.5239444078235469,0.7391664052241632,0.6280004286326618,0.6700781547673363,0.0019031695533751058,0.03097242645750975,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/neighbormix_scmae/seed1
Tosches,negative,1,nm_scmae_nomix,0.5220412382701718,0.7290809183971846,0.6111230175739392,0.6391057283098266,0.0,0.0,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/nm_scmae_nomix/seed1
Tosches,negative,1,random_beta_uniform_0.1,0.5283399566809455,0.7406748235864192,0.6268216888126875,0.7117287973173775,0.006298718410773674,0.07262306900755089,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/random_beta_uniform_0.1/seed1
Tosches,negative,1,random_edge_dropout_keep0.5,0.5246478238446897,0.7407342567537218,0.6286969567081011,0.7119344600188672,0.0026065855745178723,0.07282873170904058,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/random_edge_dropout_keep0.5/seed1
Tosches,negative,1,random_pseudo_gate_p0.5,0.5241011478037468,0.7387186431842236,0.622910415773682,0.7064862378444712,0.002059909533575044,0.06738050953464458,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/random_pseudo_gate_p0.5/seed1
Tosches,negative,1,snn_neighbormix,0.5191165930121476,0.7357016319065235,0.6098906986712388,0.6454096632431475,-0.002924645258024161,0.006303934933320932,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/snn_neighbormix/seed1
Tosches,negative,2,consensus_neighbormix_threshold0.4,0.5221459887989723,0.7326983177907428,0.6117123874839263,0.6415966249454923,-0.0034302257246342505,-0.017923689646451302,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/consensus_neighbormix_threshold0.4/seed2
Tosches,negative,2,global_random_neighbor_control,0.5215144273413265,0.7316880175044568,0.6200171453064723,0.6855850738118331,-0.004061787182280119,0.02606475921988949,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/global_random_neighbor_control/seed2
Tosches,negative,2,mutual_knn_neighbormix,0.5344889055839941,0.7465796921301393,0.6660415773681955,0.7070222028770614,0.008912691060387501,0.04750188828511781,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/mutual_knn_neighbormix/seed2
Tosches,negative,2,neighbormix_scmae,0.5373847658265396,0.7616784845742699,0.6566116588084012,0.6781673481055032,0.011808551302933012,0.018647033513559563,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/neighbormix_scmae/seed2
Tosches,negative,2,nm_scmae_nomix,0.5255762145236066,0.7342337209407961,0.6326618088298328,0.6595203145919436,0.0,0.0,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/nm_scmae_nomix/seed2
Tosches,negative,2,random_beta_uniform_0.1,0.5411906133487621,0.7600094059673477,0.6470745820831547,0.6361913361415623,0.015614398825155473,-0.023328978450381288,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/random_beta_uniform_0.1/seed2
Tosches,negative,2,random_edge_dropout_keep0.5,0.5240304500982534,0.735309965569095,0.6291791684526361,0.6689748102410784,-0.0015457644253531466,0.009454495649134809,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/random_edge_dropout_keep0.5/seed2
Tosches,negative,2,random_pseudo_gate_p0.5,0.5426422585420969,0.7674273431048126,0.6592370338619803,0.6914670848174338,0.017066044018490323,0.031946770225490195,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/random_pseudo_gate_p0.5/seed2
Tosches,negative,2,snn_neighbormix,0.5359264411340758,0.7602706171497823,0.6542541791684526,0.6527780371764359,0.010350226610469249,-0.0067422774155077025,results/experiments/neighbormix_stochastic_regularization_20260616/Tosches/snn_neighbormix/seed2
Wang,optional,0,consensus_neighbormix_threshold0.4,0.9353833901012776,0.8700923971639624,0.985082466645656,0.978670893466344,0.09569770727796711,0.03186721621451438,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/consensus_neighbormix_threshold0.4/seed0
Wang,optional,0,global_random_neighbor_control,0.94555891010387,0.8832182311284965,0.9874986868368526,0.9820156201812076,0.10587322728055959,0.035211942929378015,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/global_random_neighbor_control/seed0
Wang,optional,0,mutual_knn_neighbormix,0.9353833901012776,0.8700923971639624,0.985082466645656,0.978670893466344,0.09569770727796711,0.03186721621451438,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/mutual_knn_neighbormix/seed0
Wang,optional,0,neighbormix_scmae,0.9353833901012776,0.8700923971639624,0.985082466645656,0.978670893466344,0.09569770727796711,0.03186721621451438,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/neighbormix_scmae/seed0
Wang,optional,0,nm_scmae_nomix,0.8396856828233105,0.7493814049279532,0.9614455299926464,0.9468036772518296,0.0,0.0,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/nm_scmae_nomix/seed0
Wang,optional,0,random_beta_uniform_0.1,0.9322644670473432,0.8645964090356414,0.984347095283118,0.9776305086507382,0.09257878422403276,0.030826831398908627,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/random_beta_uniform_0.1/seed0
Wang,optional,0,random_edge_dropout_keep0.5,0.9345076227865868,0.8692366997014472,0.9848723605420736,0.978384718752318,0.09482193996327637,0.03158104150048846,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/random_edge_dropout_keep0.5/seed0
Wang,optional,0,random_pseudo_gate_p0.5,0.9389622465792716,0.876842969170492,0.9859228910599852,0.97986589957274,0.09927656375596117,0.033062222320910384,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/random_pseudo_gate_p0.5/seed0
Wang,optional,0,snn_neighbormix,0.9393782313050978,0.8761202698856023,0.9860279441117764,0.9799930552413624,0.09969254848178732,0.03318937798953281,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/snn_neighbormix/seed0
Wang,optional,1,consensus_neighbormix_threshold0.4,0.9378399360410156,0.8672411765336752,0.985712784956403,0.979408580922255,-0.001356575097016477,-0.00045759561978053753,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/consensus_neighbormix_threshold0.4/seed1
Wang,optional,1,global_random_neighbor_control,0.9109851263955454,0.8275532794392144,0.9793045487971426,0.9704824409416408,-0.028211384742486634,-0.009383735600394738,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/global_random_neighbor_control/seed1
Wang,optional,1,mutual_knn_neighbormix,0.9369492832764328,0.8658253039231752,0.9855026788528208,0.9791127639990476,-0.0022472278615992547,-0.0007534125429879968,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/mutual_knn_neighbormix/seed1
Wang,optional,1,neighbormix_scmae,0.9369492832764328,0.8658253039231752,0.9855026788528208,0.9791127639990476,-0.0022472278615992547,-0.0007534125429879968,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/neighbormix_scmae/seed1
Wang,optional,1,nm_scmae_nomix,0.939196511138032,0.869850201189799,0.9860279441117764,0.9798661765420356,0.0,0.0,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/nm_scmae_nomix/seed1
Wang,optional,1,random_beta_uniform_0.1,0.940506399775066,0.8713224086518259,0.98634310326715,0.9802905870212304,0.0013098886370339624,0.00042441047919483665,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/random_beta_uniform_0.1/seed1
Wang,optional,1,random_edge_dropout_keep0.5,0.9369492832764328,0.8658253039231752,0.9855026788528208,0.9791127639990476,-0.0022472278615992547,-0.0007534125429879968,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/random_edge_dropout_keep0.5/seed1
Wang,optional,1,random_pseudo_gate_p0.5,0.9360592952988186,0.8644176356303707,0.9852925727492384,0.9788171424705724,-0.0031372158392134475,-0.001049034071463173,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/random_pseudo_gate_p0.5/seed1
Wang,optional,1,snn_neighbormix,0.9382855119195852,0.867952238889851,0.985817838008194,0.9795565627535564,-0.0009109992184468396,-0.0003096137884791572,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/snn_neighbormix/seed1
Wang,optional,2,consensus_neighbormix_threshold0.4,0.9320625589203868,0.8581806829389279,0.984347095283118,0.9774892553340832,0.07135499721282379,0.02380222056566872,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/consensus_neighbormix_threshold0.4/seed2
Wang,optional,2,global_random_neighbor_control,0.9548748944399406,0.8957029349977728,0.9897048009244668,0.9850564861881002,0.09416733273237754,0.03136945141968572,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/global_random_neighbor_control/seed2
Wang,optional,2,mutual_knn_neighbormix,0.931619304743597,0.857497194613843,0.9842420422313268,0.9773419549586914,0.07091174303603398,0.02365492019027693,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/mutual_knn_neighbormix/seed2
Wang,optional,2,neighbormix_scmae,0.9325059784126228,0.8588660282465979,0.9844521483349092,0.9776366041351991,0.07179841670505982,0.023949569366784718,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/neighbormix_scmae/seed2
Wang,optional,2,nm_scmae_nomix,0.860707561707563,0.7632031655325369,0.9669082886857864,0.9536870347684144,0.0,0.0,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/nm_scmae_nomix/seed2
Wang,optional,2,random_beta_uniform_0.1,0.9418375297963172,0.8733045554521839,0.9866582624225234,0.9807292214375152,0.08112996808875417,0.027042186669100743,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/random_beta_uniform_0.1/seed2
Wang,optional,2,random_edge_dropout_keep0.5,0.931619304743597,0.857497194613843,0.9842420422313268,0.9773419549586914,0.07091174303603398,0.02365492019027693,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/random_edge_dropout_keep0.5/seed2
Wang,optional,2,random_pseudo_gate_p0.5,0.8637291726112979,0.7689106391673263,0.9676436600483244,0.9547375391959968,0.0030216109037348726,0.001050504427582366,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/random_pseudo_gate_p0.5/seed2
Wang,optional,2,snn_neighbormix,0.931176215802471,0.8568155474440035,0.9841369891795356,0.9771947029707831,0.07046865409490799,0.023507668202368714,results/experiments/neighbormix_stochastic_regularization_20260616/Wang/snn_neighbormix/seed2
worm_neuron_cell,negative,0,consensus_neighbormix_threshold0.4,0.3711248050812212,0.5929693162441019,0.6254180602006689,0.5917565824929558,-0.1438214193585194,-0.155290725503054,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/consensus_neighbormix_threshold0.4/seed0
worm_neuron_cell,negative,0,global_random_neighbor_control,0.3418490235005483,0.5988461514174118,0.5843287147634973,0.524643985193134,-0.17309720093919229,-0.22240332280287578,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/global_random_neighbor_control/seed0
worm_neuron_cell,negative,0,mutual_knn_neighbormix,0.3391996132171426,0.6157515665909754,0.6199235547061634,0.6313789475108995,-0.175746611222598,-0.11566836048511031,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/mutual_knn_neighbormix/seed0
worm_neuron_cell,negative,0,neighbormix_scmae,0.4414672795597398,0.6404894014512472,0.6939799331103679,0.6251383246223852,-0.07347894488000078,-0.12190898337362466,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/neighbormix_scmae/seed0
worm_neuron_cell,negative,0,nm_scmae_nomix,0.5149462244397406,0.6566065038543063,0.7505972288580984,0.7470473079960098,0.0,0.0,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/nm_scmae_nomix/seed0
worm_neuron_cell,negative,0,random_beta_uniform_0.1,0.4195163382719621,0.6065009770714143,0.6466794075489728,0.6052950525200739,-0.09542988616777848,-0.14175225547593595,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/random_beta_uniform_0.1/seed0
worm_neuron_cell,negative,0,random_edge_dropout_keep0.5,0.5583290945203265,0.6637911774510143,0.7551361681796465,0.6887359075213404,0.043382870080585945,-0.05831140047466943,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/random_edge_dropout_keep0.5/seed0
worm_neuron_cell,negative,0,random_pseudo_gate_p0.5,0.4235888399433815,0.6465812988435096,0.7032967032967034,0.649542055837833,-0.0913573844963591,-0.09750525215817685,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/random_pseudo_gate_p0.5/seed0
worm_neuron_cell,negative,0,snn_neighbormix,0.56091813633032,0.6696736798864011,0.7599139990444338,0.7173294213423855,0.045971911890579364,-0.029717886653624292,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/snn_neighbormix/seed0
worm_neuron_cell,negative,1,consensus_neighbormix_threshold0.4,0.4357790363380599,0.6137881759796882,0.6645962732919255,0.5934076102343158,-0.07587295306027242,-0.13221003978397405,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/consensus_neighbormix_threshold0.4/seed1
worm_neuron_cell,negative,1,global_random_neighbor_control,0.4181752903883561,0.6232190088553377,0.6665074056378404,0.6102967798052306,-0.09347669900997624,-0.11532087021305926,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/global_random_neighbor_control/seed1
worm_neuron_cell,negative,1,mutual_knn_neighbormix,0.4157653688339894,0.6040254332899925,0.6251791686574295,0.5904861206044336,-0.09588662056434294,-0.1351315294138562,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/mutual_knn_neighbormix/seed1
worm_neuron_cell,negative,1,neighbormix_scmae,0.4956056446833552,0.6483067790493061,0.7195413282369804,0.6924307679483819,-0.016046344714977123,-0.03318688206990794,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/neighbormix_scmae/seed1
worm_neuron_cell,negative,1,nm_scmae_nomix,0.5116519893983323,0.6459894809115314,0.747730530339226,0.7256176500182898,0.0,0.0,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/nm_scmae_nomix/seed1
worm_neuron_cell,negative,1,random_beta_uniform_0.1,0.3933934934142766,0.6148989356436578,0.6605351170568562,0.5948123852702726,-0.11825849598405574,-0.13080526474801724,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/random_beta_uniform_0.1/seed1
worm_neuron_cell,negative,1,random_edge_dropout_keep0.5,0.3621097547342266,0.6224452075142063,0.6502627806975633,0.6029701347857941,-0.14954223466410577,-0.12264751523249573,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/random_edge_dropout_keep0.5/seed1
worm_neuron_cell,negative,1,random_pseudo_gate_p0.5,0.3385226709955978,0.6031927648222625,0.592451027233636,0.5936624660144098,-0.17312931840273454,-0.13195518400388007,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/random_pseudo_gate_p0.5/seed1
worm_neuron_cell,negative,1,snn_neighbormix,0.3462383418431318,0.6123273513027622,0.5824175824175825,0.6141334884718952,-0.16541364755520055,-0.11148416154639462,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/snn_neighbormix/seed1
worm_neuron_cell,negative,2,consensus_neighbormix_threshold0.4,0.4476038465026352,0.6409183358666038,0.6540850453893932,0.6737040105865536,-0.0759322209869,-0.008673586502322528,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/consensus_neighbormix_threshold0.4/seed2
worm_neuron_cell,negative,2,global_random_neighbor_control,0.342260768345193,0.5597485530447892,0.5719063545150501,0.5439061288077254,-0.1812752991443422,-0.13847146828115076,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/global_random_neighbor_control/seed2
worm_neuron_cell,negative,2,mutual_knn_neighbormix,0.5165189419976366,0.6455800210655036,0.7080745341614907,0.6604177944544818,-0.00701712549189859,-0.021959802634394343,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/mutual_knn_neighbormix/seed2
worm_neuron_cell,negative,2,neighbormix_scmae,0.4848777451547018,0.629527413096551,0.7269469660774008,0.7312413448265997,-0.038658322334833406,0.04886374773772362,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/neighbormix_scmae/seed2
worm_neuron_cell,negative,2,nm_scmae_nomix,0.5235360674895352,0.6456213172150971,0.7429526994744386,0.6823775970888761,0.0,0.0,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/nm_scmae_nomix/seed2
worm_neuron_cell,negative,2,random_beta_uniform_0.1,0.4233153895660316,0.6231872409856692,0.6404682274247492,0.5865048252510348,-0.10022067792350359,-0.09587277183784138,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/random_beta_uniform_0.1/seed2
worm_neuron_cell,negative,2,random_edge_dropout_keep0.5,0.4419206432222295,0.6226977951097707,0.6736741519350214,0.6881783923074525,-0.08161542426730567,0.005800795218576349,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/random_edge_dropout_keep0.5/seed2
worm_neuron_cell,negative,2,random_pseudo_gate_p0.5,0.4989022348125081,0.6363869806207125,0.7135690396559962,0.732198757724287,-0.024633832677027068,0.049821160635410866,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/random_pseudo_gate_p0.5/seed2
worm_neuron_cell,negative,2,snn_neighbormix,0.5066248087096676,0.649774045659868,0.7453416149068323,0.7601588758803197,-0.016911258779867544,0.07778127879144359,results/experiments/neighbormix_stochastic_regularization_20260616/worm_neuron_cell/snn_neighbormix/seed2
