dataset,seed,method,effective_neighbor_count,edge_keep_rate,pseudo_branch_activation_rate,perturbation_norm_mean,perturbation_norm_p95,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,hubness_p95,hubness_max,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,run_dir
Macosko,0,neighbormix_scmae,3.995776267974509,1.0,1.0,2.591624151825905,4.519521295257976,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,15.0,58.0,0.962542403142296,0.9627015590667723,0.9294465978940328,results/experiments/neighbormix_stochastic_regularization_20260616/Macosko/neighbormix_scmae/seed0
Macosko,1,neighbormix_scmae,3.9957703436264023,1.0,1.0,2.591833583968026,4.51766527385371,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,15.0,58.0,0.962542403142296,0.9627015590667723,0.9294465978940328,results/experiments/neighbormix_stochastic_regularization_20260616/Macosko/neighbormix_scmae/seed1
Macosko,2,neighbormix_scmae,3.995783358115047,1.0,1.0,2.5917469245365687,4.51838542505673,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,15.0,58.0,0.962542403142296,0.9627015590667723,0.9294465978940328,results/experiments/neighbormix_stochastic_regularization_20260616/Macosko/neighbormix_scmae/seed2
Macosko,0,nm_scmae_nomix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results/experiments/neighbormix_stochastic_regularization_20260616/Macosko/nm_scmae_nomix/seed0
Macosko,1,nm_scmae_nomix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results/experiments/neighbormix_stochastic_regularization_20260616/Macosko/nm_scmae_nomix/seed1
Macosko,2,nm_scmae_nomix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results/experiments/neighbormix_stochastic_regularization_20260616/Macosko/nm_scmae_nomix/seed2
Macosko,0,random_beta_uniform_0.1,3.995780355095541,1.0,1.0,1.295716045481818,2.779886362331254,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,15.0,58.0,0.962542403142296,0.9627015590667723,0.9294465978940328,results/experiments/neighbormix_stochastic_regularization_20260616/Macosko/random_beta_uniform_0.1/seed0
Macosko,1,random_beta_uniform_0.1,3.9957912798164896,1.0,1.0,1.2957931083355632,2.779833414043699,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,15.0,58.0,0.962542403142296,0.9627015590667723,0.9294465978940328,results/experiments/neighbormix_stochastic_regularization_20260616/Macosko/random_beta_uniform_0.1/seed1
Macosko,2,random_beta_uniform_0.1,3.9957819063345874,1.0,1.0,1.2950164275509972,2.783435685379165,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,15.0,58.0,0.962542403142296,0.9627015590667723,0.9294465978940328,results/experiments/neighbormix_stochastic_regularization_20260616/Macosko/random_beta_uniform_0.1/seed2
Macosko,0,random_edge_dropout_keep0.5,3.997500912945881,0.5061207031249999,1.0,2.765184078012194,4.822442990354129,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,15.0,58.0,0.962542403142296,0.9627015590667723,0.9294465978940328,results/experiments/neighbormix_stochastic_regularization_20260616/Macosko/random_edge_dropout_keep0.5/seed0
Macosko,1,random_edge_dropout_keep0.5,3.997498743826134,0.5064522879464286,1.0,2.7651380856037138,4.82372256726878,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,15.0,58.0,0.962542403142296,0.9627015590667723,0.9294465978940328,results/experiments/neighbormix_stochastic_regularization_20260616/Macosko/random_edge_dropout_keep0.5/seed1
