neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,label_leakage_diagnostic,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
pca_cosine_knn_bad_edge_injected_0.4,5,3.256338596343994,1.0,0.47543004155158997,0.42174479365348816,0.11801242236024845,0.03772495687007904,0.07574101537466049,0.6067845225334167,0.48846399784088135,0.3932154801720019,0.9190157668418538,5.0,45.0,12.0,50,0.4,0.3932154801720019,True,0.5040133779264214,0.8105444312095642,0.9226972460746765
