label,n_cells,precision,recall,f1,is_rare_lt_50
0,6514,0.9859868309978052,0.8965305495855082,0.9391332314866929,False
1,472,0.8267148014440433,0.9703389830508474,0.8927875243664717,False
2,1218,0.7353723404255319,0.9080459770114943,0.8126377663482733,False
3,1064,0.0,0.0,0.0,False
4,2703,0.5390396659707725,0.4776174620791713,0.5064731267163594,False
5,1694,0.2656023222060958,0.43211334120425027,0.3289887640449438,False
6,826,0.9415971394517283,0.9564164648910412,0.948948948948949,False
7,664,0.9510869565217391,0.5271084337349398,0.6782945736434108,False
8,36,0.0015105740181268882,0.027777777777777776,0.0028653295128939827,True
9,36,0.9583333333333334,0.6388888888888888,0.7666666666666667,True
10,589,0.9666666666666667,0.9847198641765704,0.975609756097561,False
11,114,0.9658119658119658,0.9912280701754386,0.9783549783549783,False
12,717,0.9605911330049262,0.8158995815899581,0.8823529411764706,False
13,1862,0.9956942949407965,0.9935553168635876,0.9946236559139785,False
14,155,0.9802631578947368,0.9612903225806452,0.9706840390879479,False
