neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
pca_cosine_knn,5,4.937593460083008,1.0,0.7998592853546143,0.12431994825601578,0.3258002866698519,0.1881612241268158,0.168255016207695,1.0,0.0,0.0,0.0,5.0,59.0,16.0,50,0.0,0.0,0.8337314859053989,0.8347968459129333,0.9486454327901205
