neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,snn_zero_row_fallback_rate,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity
snn_jaccard_weighted_knn,5,3.1049678325653076,0.6514359194170596,0.9280492067337036,0.0460587814450264,0.32466780968709813,0.10427812486886978,0.11929269880056381,0.10427812486886978,0.11929269880056381,0.06692027432490356,0.06692027432490356,5.0,64.0,16.0,50,0.06692027432490356,0.0,0.0,0.8928525503643377,0.8939467072486877,0.8106951862573624
