label,n_cells,same_label_edge_ratio,same_label_edge_ratio_weighted,is_minority_q25
0,842,0.7142517814726841,0.8818825483322144,False
1,70,0.7228571428571429,0.9157462120056152,True
2,334,0.7449101796407186,0.9358654022216797,False
3,1015,0.5986206896551725,0.7423273921012878,False
4,443,0.6239277652370203,0.7745683789253235,False
5,400,0.592,0.7248998880386353,False
6,314,0.7127388535031847,0.8942608833312988,False
7,305,0.6740983606557377,0.8462091088294983,False
8,224,0.775,0.9612844586372375,True
9,239,0.7564853556485356,0.9446850419044495,True
