stage,method,dataset,seed,acc,nmi,ari,f1_macro,baseline_nmi,baseline_ari,meets_baseline_any,collapse_warning,embedding_variance,neighbor_purity_proxy,mixed_cell_fraction,run_dir
screen,rank22_ijepa_context_target_full,Melanoma_5K,42,0.4812763128739198,0.4806123918786551,0.32350413207107026,0.4075680596618938,0.735414,0.668029,False,False,0.03646096587181091,0.7026146687347662,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank22_ijepa_context_target_full/Melanoma_5K/seed42
screen,rank22_ijepa_context_target_full,Quake_10x_Spleen,42,0.719535175879397,0.6251995456405793,0.515591314055779,0.6046197294103888,0.85173,0.922275,False,False,0.1277610957622528,0.9727805695142379,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank22_ijepa_context_target_full/Quake_10x_Spleen/seed42
screen,rank22_ijepa_context_target_full,Macosko,42,0.27811997857525445,0.2897914632066277,0.15926072992272425,0.14502592517652613,0.657465,0.494268,False,False,0.16631534695625305,0.794634886627388,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank22_ijepa_context_target_full/Macosko/seed42
smoke,rank23_maskgit_gene_token_full,Melanoma_5K,42,0.445823177487259,0.3630454876490055,0.26458914573203174,0.3655840496934974,0.735414,0.668029,False,False,0.00042241771006956697,0.6830046532240195,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank23_maskgit_gene_token_full/Melanoma_5K/seed42
screen,rank23_maskgit_gene_token_full,Melanoma_5K,42,0.4356304010635941,0.3131561522571556,0.2108575698834867,0.3371371967228423,0.735414,0.668029,False,False,0.037364501506090164,0.6734323066696211,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank23_maskgit_gene_token_full/Melanoma_5K/seed42
screen,rank23_maskgit_gene_token_full,Quake_10x_Spleen,42,0.7350293132328308,0.5911592547076059,0.529369396857612,0.5702204803777756,0.85173,0.922275,False,False,0.04971472918987274,0.9704145728643216,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank23_maskgit_gene_token_full/Quake_10x_Spleen/seed42
screen,rank23_maskgit_gene_token_full,Macosko,42,0.2572754865202642,0.22076682549325669,0.12345201409810824,0.17209910220057636,0.657465,0.494268,False,False,0.07015442848205566,0.8185346366720229,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank23_maskgit_gene_token_full/Macosko/seed42
smoke,rank24_flow_matching_latent_denoise_full,Melanoma_5K,42,0.68047861732772,0.6386628655125769,0.5455869276772665,0.5221756399065179,0.735414,0.668029,False,False,0.2571685016155243,0.8131619765122978,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank24_flow_matching_latent_denoise_full/Melanoma_5K/seed42
screen,rank24_flow_matching_latent_denoise_full,Melanoma_5K,42,0.6811433636162199,0.6899485335203902,0.6059695544923411,0.5039752579436325,0.735414,0.668029,False,False,0.2755585312843323,0.8666297363173056,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank24_flow_matching_latent_denoise_full/Melanoma_5K/seed42
screen,rank24_flow_matching_latent_denoise_full,Quake_10x_Spleen,42,0.5375837520938024,0.4967330021584165,0.28760234922440564,0.43064703411333766,0.85173,0.922275,False,False,0.5214003920555115,0.9839510050251257,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank24_flow_matching_latent_denoise_full/Quake_10x_Spleen/seed42
screen,rank24_flow_matching_latent_denoise_full,Macosko,42,0.39852258525263345,0.5210628141767035,0.222663322492027,0.3961283595460933,0.657465,0.494268,False,False,0.29583635926246643,0.9518813604713444,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank24_flow_matching_latent_denoise_full/Macosko/seed42
smoke,rank25_anomaly_association_boundary_full,Melanoma_5K,42,0.27830711278528697,0.20463528178378285,0.10102360822599195,0.19423730810188222,0.735414,0.668029,False,False,0.19570697844028473,0.5800354531353866,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank25_anomaly_association_boundary_full/Melanoma_5K/seed42
screen,rank25_anomaly_association_boundary_full,Melanoma_5K,42,0.6385996011522269,0.5929236357016798,0.5186077392445272,0.4850098311395862,0.735414,0.668029,False,False,0.2746712267398834,0.8236871260802128,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank25_anomaly_association_boundary_full/Melanoma_5K/seed42
screen,rank25_anomaly_association_boundary_full,Quake_10x_Spleen,42,0.7037269681742043,0.5513867757388824,0.5038248506225292,0.44334692936978454,0.85173,0.922275,False,False,0.4144420027732849,0.9697236180904523,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank25_anomaly_association_boundary_full/Quake_10x_Spleen/seed42
screen,rank25_anomaly_association_boundary_full,Macosko,42,0.5158677021960364,0.4855989042588648,0.39784999827200007,0.2870914441954107,0.657465,0.494268,False,False,1.0904539823532104,0.9120134797357615,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank25_anomaly_association_boundary_full/Macosko/seed42
smoke,rank26_bgrl_graph_bootstrap_full,Melanoma_5K,42,0.6266341679592289,0.6722650434144835,0.5555936412142669,0.5082826276320975,0.735414,0.668029,False,False,0.44307830929756165,0.8620873033458897,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank26_bgrl_graph_bootstrap_full/Melanoma_5K/seed42
screen,rank26_bgrl_graph_bootstrap_full,Melanoma_5K,42,0.6051407046310658,0.6515939632917652,0.5188849163980661,0.49698091213511053,0.735414,0.668029,False,False,0.3061477243900299,0.8607799689785065,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank26_bgrl_graph_bootstrap_full/Melanoma_5K/seed42
screen,rank26_bgrl_graph_bootstrap_full,Quake_10x_Spleen,42,0.6910594639865997,0.5897455252746178,0.4702301490181327,0.5672077382814461,0.85173,0.922275,False,False,0.3018280267715454,0.9810406197654942,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank26_bgrl_graph_bootstrap_full/Quake_10x_Spleen/seed42
screen,rank26_bgrl_graph_bootstrap_full,Macosko,42,0.4009328691305124,0.537222114289802,0.2175463623752834,0.34494355159422335,0.657465,0.494268,False,False,0.33221015334129333,0.9628481521156936,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank26_bgrl_graph_bootstrap_full/Macosko/seed42
smoke,rank27_graph_barlow_twins_full,Melanoma_5K,42,0.6410370042100598,0.6058799910883789,0.5051849953460318,0.4565247866232759,0.735414,0.668029,False,False,0.31997907161712646,0.8534899180146244,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank27_graph_barlow_twins_full/Melanoma_5K/seed42
screen,rank27_graph_barlow_twins_full,Melanoma_5K,42,0.6166629736317305,0.5370075639950522,0.4369569798130618,0.4134674576187313,0.735414,0.668029,False,False,0.46326330304145813,0.8540217150454243,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank27_graph_barlow_twins_full/Melanoma_5K/seed42
screen,rank27_graph_barlow_twins_full,Quake_10x_Spleen,42,0.6538944723618091,0.4541782838403179,0.3411336176904915,0.4259057229211981,0.85173,0.922275,False,False,0.7025535106658936,0.981679229480737,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank27_graph_barlow_twins_full/Quake_10x_Spleen/seed42
screen,rank27_graph_barlow_twins_full,Macosko,42,0.3436886270308873,0.4372897585161553,0.19582459113838055,0.2565157689656164,0.657465,0.494268,False,False,1446.648681640625,0.9506695232994108,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank27_graph_barlow_twins_full/Macosko/seed42
smoke,rank28_graphormer_structural_bias_full,Melanoma_5K,42,0.5196100155107467,0.628131076680625,0.4628239610534082,0.4055122265249267,0.735414,0.668029,False,False,0.27633440494537354,0.8628849988920895,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank28_graphormer_structural_bias_full/Melanoma_5K/seed42
screen,rank28_graphormer_structural_bias_full,Melanoma_5K,42,0.6368269443828939,0.6416896492967892,0.5526720089762713,0.43808188292427697,0.735414,0.668029,False,False,0.3148418068885803,0.8621537779747397,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank28_graphormer_structural_bias_full/Melanoma_5K/seed42
screen,rank28_graphormer_structural_bias_full,Quake_10x_Spleen,42,0.6996440536013401,0.6080163671673877,0.47942160909558545,0.6225252784201291,0.85173,0.922275,False,False,0.3157827854156494,0.9838149078726968,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank28_graphormer_structural_bias_full/Quake_10x_Spleen/seed42
screen,rank28_graphormer_structural_bias_full,Macosko,42,0.45056686306016785,0.5799986607749972,0.2702255368517663,0.4419201141907947,0.657465,0.494268,False,False,0.2886442542076111,0.964995090162471,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank28_graphormer_structural_bias_full/Macosko/seed42
smoke,rank29_deep_adaptive_fuzzy_clustering_full,Melanoma_5K,42,0.6029248836693996,0.6367969990658578,0.509697422945522,0.4770704856351229,0.735414,0.668029,False,False,0.1601155698299408,0.8585419898072236,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank29_deep_adaptive_fuzzy_clustering_full/Melanoma_5K/seed42
smoke,rank29_deep_adaptive_fuzzy_clustering_full,Melanoma_5K,42,0.6758253933082207,0.6605045547134264,0.5720219362503561,0.4746174616390852,0.735414,0.668029,False,False,0.1597733199596405,0.8585641480168402,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank29_deep_adaptive_fuzzy_clustering_full/Melanoma_5K/seed42
screen,rank29_deep_adaptive_fuzzy_clustering_full,Melanoma_5K,42,0.6419233325947263,0.576039617867697,0.526222533464087,0.36489092223650066,0.735414,0.668029,False,False,0.7115147709846497,0.8327276756038112,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank29_deep_adaptive_fuzzy_clustering_full/Melanoma_5K/seed42
screen,rank29_deep_adaptive_fuzzy_clustering_full,Quake_10x_Spleen,42,0.44765494137353434,0.41238938512130535,0.1795085579148475,0.2629567455814605,0.85173,0.922275,False,False,0.8619410395622253,0.9798052763819095,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank29_deep_adaptive_fuzzy_clustering_full/Quake_10x_Spleen/seed42
screen,rank29_deep_adaptive_fuzzy_clustering_full,Macosko,42,0.6812845920371362,0.6350406198714321,0.5690132366744954,0.5556613605037646,0.657465,0.494268,True,False,1.1609002351760864,0.9633770755222282,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank29_deep_adaptive_fuzzy_clustering_full/Macosko/seed42
smoke,rank30_fuzzy_rough_quantification_full,Melanoma_5K,42,0.6031464657655662,0.6458572741454902,0.5091811321824548,0.48108187131115165,0.735414,0.668029,False,False,0.14214693009853363,0.8587414136937735,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank30_fuzzy_rough_quantification_full/Melanoma_5K/seed42
screen,rank30_fuzzy_rough_quantification_full,Melanoma_5K,42,0.6445823177487259,0.5304468483844512,0.4274706141492506,0.4279098900492724,0.735414,0.668029,False,True,0.6587620973587036,0.8529138045645912,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank30_fuzzy_rough_quantification_full/Melanoma_5K/seed42
screen,rank30_fuzzy_rough_quantification_full,Quake_10x_Spleen,42,0.4635678391959799,0.46604178587954004,0.2482956399598184,0.3984172361432326,0.85173,0.922275,False,False,0.9563639163970947,0.9830192629815745,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank30_fuzzy_rough_quantification_full/Quake_10x_Spleen/seed42
screen,rank30_fuzzy_rough_quantification_full,Macosko,42,0.34547402249598286,0.33631389024779895,0.14799079485840227,0.22036325760090636,0.657465,0.494268,False,False,2.4558818340301514,0.947770487412962,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank30_fuzzy_rough_quantification_full/Macosko/seed42
smoke,rank33_ibot_online_tokenizer_full,Melanoma_5K,42,0.3673831154442721,0.33856827073974766,0.216040060848107,0.3024106282184802,0.735414,0.668029,False,False,0.0154444994404912,0.6718590737868381,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank33_ibot_online_tokenizer_full/Melanoma_5K/seed42
screen,rank33_ibot_online_tokenizer_full,Melanoma_5K,42,0.5063150897407489,0.5450821656551883,0.3841249923955891,0.3914020236661744,0.735414,0.668029,False,False,0.3564881384372711,0.7678927542654553,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank33_ibot_online_tokenizer_full/Melanoma_5K/seed42
screen,rank33_ibot_online_tokenizer_full,Quake_10x_Spleen,42,0.5534966499162479,0.5567459687368181,0.3543085932944894,0.4449016014673027,0.85173,0.922275,False,False,0.6134805083274841,0.9712939698492462,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank33_ibot_online_tokenizer_full/Quake_10x_Spleen/seed42
screen,rank33_ibot_online_tokenizer_full,Macosko,42,0.3506516693447599,0.43826221269919846,0.18629573610872258,0.25609987975146126,0.657465,0.494268,False,False,0.8124102354049683,0.9103530619532226,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank33_ibot_online_tokenizer_full/Macosko/seed42
smoke,rank34_masked_siamese_proto_full,Melanoma_5K,42,0.5809882561489031,0.5002406180989108,0.398240144180611,0.39336973731566777,0.735414,0.668029,False,False,0.48541900515556335,0.7304010635940617,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank34_masked_siamese_proto_full/Melanoma_5K/seed42
screen,rank34_masked_siamese_proto_full,Melanoma_5K,42,0.5758918679370707,0.4709436854890045,0.40162964267597934,0.4347594722646057,0.735414,0.668029,False,False,0.5886359214782715,0.7259251052514957,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank34_masked_siamese_proto_full/Melanoma_5K/seed42
screen,rank34_masked_siamese_proto_full,Quake_10x_Spleen,42,0.4793760469011725,0.4319266277105912,0.24395680500531508,0.35855222320619273,0.85173,0.922275,False,False,0.6334695816040039,0.9613588777219431,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank34_masked_siamese_proto_full/Quake_10x_Spleen/seed42
screen,rank34_masked_siamese_proto_full,Macosko,42,0.4095474022495983,0.5547953737306996,0.2657128121117327,0.3524685512097338,0.657465,0.494268,False,False,0.3662732243537903,0.9626986252454919,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank34_masked_siamese_proto_full/Macosko/seed42
smoke,rank35_videomae_gene_module_full,Melanoma_5K,42,0.3146465765566142,0.22669914670113223,0.1394080316970239,0.2569704067911493,0.735414,0.668029,False,False,0.001624218188226223,0.5661865721249723,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank35_videomae_gene_module_full/Melanoma_5K/seed42
screen,rank35_videomae_gene_module_full,Melanoma_5K,42,0.6015953910923998,0.5284672058611246,0.4296078107897827,0.46127265546500834,0.735414,0.668029,False,False,0.3796890377998352,0.7490139596720585,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank35_videomae_gene_module_full/Melanoma_5K/seed42
screen,rank35_videomae_gene_module_full,Quake_10x_Spleen,42,0.7552345058626466,0.6440614873031917,0.5362292378311686,0.6463990304710786,0.85173,0.922275,False,False,0.42489945888519287,0.9784128978224456,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank35_videomae_gene_module_full/Quake_10x_Spleen/seed42
smoke,rank36_dinov2_koleo_teacher_full,Melanoma_5K,42,0.3503212940394416,0.3051283021730059,0.18365869812299163,0.2899545078254303,0.735414,0.668029,False,False,0.03826583921909332,0.6505207179259915,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank36_dinov2_koleo_teacher_full/Melanoma_5K/seed42
screen,rank36_dinov2_koleo_teacher_full,Melanoma_5K,42,0.5548415688012409,0.5543615475338325,0.4103089639222366,0.44929409423390293,0.735414,0.668029,False,False,0.26982617378234863,0.7803899844892532,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank36_dinov2_koleo_teacher_full/Melanoma_5K/seed42
screen,rank36_dinov2_koleo_teacher_full,Quake_10x_Spleen,42,0.5504606365159129,0.5186389679950961,0.319804776032674,0.4287392678436534,0.85173,0.922275,False,False,0.11687269806861877,0.9782558626465662,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank36_dinov2_koleo_teacher_full/Quake_10x_Spleen/seed42
screen,rank36_dinov2_koleo_teacher_full,Macosko,42,0.2710230316014997,0.3517480561997024,0.11992800807134789,0.21557973338409872,0.657465,0.494268,False,False,0.12799593806266785,0.8637587038028923,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank36_dinov2_koleo_teacher_full/Macosko/seed42
smoke,rank38_latent_diffusion_denoise_full,Melanoma_5K,42,0.68047861732772,0.6386628655125769,0.5455869276772665,0.5221756399065179,0.735414,0.668029,False,False,0.2571685016155243,0.8131619765122978,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank38_latent_diffusion_denoise_full/Melanoma_5K/seed42
screen,rank38_latent_diffusion_denoise_full,Melanoma_5K,42,0.6811433636162199,0.6899485335203902,0.6059695544923411,0.5039752579436325,0.735414,0.668029,False,False,0.2755585312843323,0.8666297363173056,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank38_latent_diffusion_denoise_full/Melanoma_5K/seed42
screen,rank38_latent_diffusion_denoise_full,Quake_10x_Spleen,42,0.5375837520938024,0.4967330021584165,0.28760234922440564,0.43064703411333766,0.85173,0.922275,False,False,0.5214003920555115,0.9839510050251257,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank38_latent_diffusion_denoise_full/Quake_10x_Spleen/seed42
screen,rank38_latent_diffusion_denoise_full,Macosko,42,0.39852258525263345,0.5210628141767035,0.222663322492027,0.3961283595460933,0.657465,0.494268,False,False,0.29583635926246643,0.9518813604713444,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank38_latent_diffusion_denoise_full/Macosko/seed42
smoke,rank39_ts2vec_gene_module_full,Melanoma_5K,42,0.6911145579437181,0.6416219723133495,0.5496853717915292,0.5088410906572426,0.735414,0.668029,False,False,0.2845994234085083,0.8054952359849324,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank39_ts2vec_gene_module_full/Melanoma_5K/seed42
screen,rank39_ts2vec_gene_module_full,Melanoma_5K,42,0.5951695103035675,0.6550558545671562,0.5186187062745936,0.4731654853213763,0.735414,0.668029,False,False,0.2918693423271179,0.8703079991136716,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank39_ts2vec_gene_module_full/Melanoma_5K/seed42
smoke,rank40_timesnet_gene_2d_full,Melanoma_5K,42,0.6627520496343895,0.6313236092863171,0.5107580712853756,0.5135746980264085,0.735414,0.668029,False,False,0.2505916953086853,0.8091956569909151,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank40_timesnet_gene_2d_full/Melanoma_5K/seed42
screen,rank40_timesnet_gene_2d_full,Melanoma_5K,42,0.6751606470197208,0.6854912590439673,0.5913658367746123,0.5049236202668774,0.735414,0.668029,False,False,0.29490527510643005,0.8681143363616219,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank40_timesnet_gene_2d_full/Melanoma_5K/seed42
screen,rank40_timesnet_gene_2d_full,Quake_10x_Spleen,42,0.7367043551088778,0.5936002331760362,0.49502047487435147,0.6070058351629043,0.85173,0.922275,False,False,0.5155032873153687,0.9861809045226131,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank40_timesnet_gene_2d_full/Quake_10x_Spleen/seed42
screen,rank40_timesnet_gene_2d_full,Macosko,42,0.43235582931619354,0.5271683198867861,0.23305981737135908,0.377288293461568,0.657465,0.494268,False,False,0.3233524560928345,0.9459560792715587,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank40_timesnet_gene_2d_full/Macosko/seed42
smoke,rank41_nonstationary_gene_attention_full,Melanoma_5K,42,0.6518945269222247,0.6238991595310522,0.5023675692797632,0.5022741645569804,0.735414,0.668029,False,False,0.2938196063041687,0.7871482384223355,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank41_nonstationary_gene_attention_full/Melanoma_5K/seed42
screen,rank41_nonstationary_gene_attention_full,Melanoma_5K,42,0.6722800797695546,0.6784942552079763,0.5787441326033734,0.5034224919173356,0.735414,0.668029,False,False,0.3040458559989929,0.8560602703301573,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank41_nonstationary_gene_attention_full/Melanoma_5K/seed42
screen,rank41_nonstationary_gene_attention_full,Quake_10x_Spleen,42,0.7064489112227805,0.5879660444430149,0.4723546036861476,0.5972741908536385,0.85173,0.922275,False,False,0.5867847800254822,0.9853119765494137,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank41_nonstationary_gene_attention_full/Quake_10x_Spleen/seed42
screen,rank41_nonstationary_gene_attention_full,Macosko,42,0.3887029101946081,0.5262669232785995,0.24100887377953106,0.40078223484967473,0.657465,0.494268,False,False,0.42396169900894165,0.9508569898232458,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank41_nonstationary_gene_attention_full/Macosko/seed42
smoke,rank42_maskgae_edge_reconstruct_full,Melanoma_5K,42,0.6667405273653889,0.6730391514393299,0.5917306845133048,0.5218768627740391,0.735414,0.668029,False,False,0.40957167744636536,0.8628185242632396,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank42_maskgae_edge_reconstruct_full/Melanoma_5K/seed42
screen,rank42_maskgae_edge_reconstruct_full,Melanoma_5K,42,0.570352315532905,0.6254481542561813,0.4921276147698327,0.4227225040992415,0.735414,0.668029,False,False,0.34873151779174805,0.8594283181918901,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank42_maskgae_edge_reconstruct_full/Melanoma_5K/seed42
screen,rank42_maskgae_edge_reconstruct_full,Quake_10x_Spleen,42,0.6901172529313233,0.5812811626062739,0.46177257509400865,0.5607381010155936,0.85173,0.922275,False,False,0.45531290769577026,0.981857202680067,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank42_maskgae_edge_reconstruct_full/Quake_10x_Spleen/seed42
smoke,rank43_graphgps_local_global_full,Melanoma_5K,42,0.7013073343673831,0.6964494456926039,0.57707387503587,0.62961211286633,0.735414,0.668029,False,False,0.5113388299942017,0.8540881896742744,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank43_graphgps_local_global_full/Melanoma_5K/seed42
screen,rank43_graphgps_local_global_full,Melanoma_5K,42,0.6310658098825614,0.665226491755446,0.5368817085007511,0.49608503868718046,0.735414,0.668029,False,False,0.4664498567581177,0.8722800797695546,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank43_graphgps_local_global_full/Melanoma_5K/seed42
screen,rank43_graphgps_local_global_full,Quake_10x_Spleen,42,0.6788107202680067,0.6301579542644397,0.47234925377086495,0.6198792996002103,0.85173,0.922275,False,False,0.3892887830734253,0.990002093802345,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank43_graphgps_local_global_full/Quake_10x_Spleen/seed42
smoke,rank44_molebert_context_token_full,Melanoma_5K,42,0.4959007312209173,0.6205138922219661,0.44945746622988153,0.38478181851401766,0.735414,0.668029,False,False,2.530898094177246,0.8620208287170397,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank44_molebert_context_token_full/Melanoma_5K/seed42
