value,mean_ari,min_ari,datasets
0.05,0.5966034661849234,0.3953823233806945,Macosko:0.3954;SRP182008:0.4486;Wang:0.9459
0.1,0.6486709539274004,0.4502794186734164,Macosko:0.5521;SRP182008:0.4503;Wang:0.9436
0.15,0.5507034740484891,0.3446655686846679,Macosko:0.3447;SRP182008:0.3647;Wang:0.9427
0.2,0.6099406455203186,0.3695373177080046,Macosko:0.3695;SRP182008:0.5175;Wang:0.9427
