neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,fallback_slot_rate,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed
mutual_knn_with_topk_fallback,5,4.992573261260986,1.0,0.925087571144104,0.05518188327550888,0.29791108730583826,0.1052853986620903,0.122600257396698,0.2979110777378082,0.4573402404785156,0.7020889126941617,0.9532449562578111,5.0,58.0,15.0,50,0.7020889126941617,0.962542403142296,0.9627016186714172,0.9294465382893881,Macosko,1,mutual_knn_neighbormix,1.0,1.0,3.9957699326749596,2.591841957330703,1.7888645934888294,4.517333965080125,0.8999998569488525,0.10000001639127731
